month_year,Crime Name1,Crime Name2,count
2021-10,Crime Against Society,Prostitution,1
2021-10,Crime Against Society,Trespass of Real Property,13
2021-10,Crime Against Society,Weapon Law Violations,9
2021-11,Crime Against Not a Crime,Runaway,13
2021-11,Crime Against Person,Aggravated Assault,30
2021-11,Crime Against Person,Forcible Fondling,21
2021-11,Crime Against Person,Forcible Rape,7
2021-11,Crime Against Person,Forcible Sodomy,2
2021-11,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2021-11,Crime Against Person,Intimidation,2
2021-11,Crime Against Person,Sexual Assault With An Object,4
2021-11,Crime Against Person,Simple Assault,106
2021-11,Crime Against Person,Statuory Rape,1
2021-11,Crime Against Property,All other Larceny,107
2021-11,Crime Against Property,Burglary/Breaking and Entering,66
2021-11,Crime Against Property,Counterfeiting/Forgery,34
2021-11,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,32
2021-11,Crime Against Property,Destruction/Damage/Vandalism of Property,145
2021-11,Crime Against Property,Embezzlement,3
2021-11,Crime Against Property,Extortion/Blackmail,6
2021-11,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2021-11,Crime Against Property,From Coin/Operated Machine or Device,1
2021-11,Crime Against Property,Identity Theft,41
2021-11,Crime Against Property,Impersonation,2
2021-11,Crime Against Property,Motor Vehicle Theft,65
2021-11,Crime Against Property,Pocket/picking,6
2021-11,Crime Against Property,Purse-snatching,1
2021-11,Crime Against Property,Robbery,17
2021-11,Crime Against Property,Shoplifting,70
2021-11,Crime Against Property,Theft From Motor Vehicle,207
2021-11,Crime Against Property,Theft from Building,74
2021-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,113
2021-11,Crime Against Property,Welfare Fraud,2
2021-11,Crime Against Society,All Other Offenses,299
2021-11,Crime Against Society,Animal Cruelty,1
2021-11,Crime Against Society,Assisting or Promoting Prostitution,3
2021-11,Crime Against Society,Disorderly Conduct,13
2021-11,Crime Against Society,Driving Under the Influence,39
2021-11,Crime Against Society,Drug Equipment Violations,3
2021-11,Crime Against Society,Drug/Narcotic Violations,26
2021-11,Crime Against Society,"Family Offenses, NonViolent",2
2021-11,Crime Against Society,Liquor Law Violations,1
2021-11,Crime Against Society,Pornography/Obscene Material,1
2021-11,Crime Against Society,Prostitution,3
2021-11,Crime Against Society,Trespass of Real Property,3
2021-11,Crime Against Society,Weapon Law Violations,14
2021-12,Crime Against Not a Crime,Runaway,18
2021-12,Crime Against Person,Aggravated Assault,19
2021-12,Crime Against Person,Forcible Fondling,9
2021-12,Crime Against Person,Forcible Rape,7
2021-12,Crime Against Person,Forcible Sodomy,2
2021-12,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2021-12,Crime Against Person,Sexual Assault With An Object,4
2021-12,Crime Against Person,Simple Assault,89
2021-12,Crime Against Property,All other Larceny,122
2021-12,Crime Against Property,Arson,1
2021-12,Crime Against Property,Burglary/Breaking and Entering,68
2021-12,Crime Against Property,Counterfeiting/Forgery,36
2021-12,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,48
2021-12,Crime Against Property,Destruction/Damage/Vandalism of Property,131
2021-12,Crime Against Property,Embezzlement,3
2021-12,Crime Against Property,Extortion/Blackmail,3
2021-12,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2021-12,Crime Against Property,Identity Theft,48
2021-12,Crime Against Property,Impersonation,1
2021-12,Crime Against Property,Motor Vehicle Theft,81
2021-12,Crime Against Property,Pocket/picking,2
2021-12,Crime Against Property,Purse-snatching,3
2021-12,Crime Against Property,Robbery,14
2021-12,Crime Against Property,Shoplifting,88
2021-12,Crime Against Property,Theft From Motor Vehicle,203
2021-12,Crime Against Property,Theft from Building,101
2021-12,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,169
2021-12,Crime Against Property,Wire Fraud,3
2021-12,Crime Against Society,All Other Offenses,321
2021-12,Crime Against Society,Disorderly Conduct,14
2021-12,Crime Against Society,Driving Under the Influence,49
2021-12,Crime Against Society,Drug Equipment Violations,2
2021-12,Crime Against Society,Drug/Narcotic Violations,24
2021-12,Crime Against Society,"Family Offenses, NonViolent",2
2021-12,Crime Against Society,Liquor Law Violations,1
2021-12,Crime Against Society,Pornography/Obscene Material,1
2021-12,Crime Against Society,Trespass of Real Property,6
2021-12,Crime Against Society,Weapon Law Violations,11
2022-01,Crime Against Not a Crime,Runaway,11
2022-01,Crime Against Person,Aggravated Assault,17
2022-01,Crime Against Person,Forcible Fondling,15
2022-01,Crime Against Person,Forcible Rape,11
2022-01,Crime Against Person,Forcible Sodomy,2
2022-01,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2022-01,Crime Against Person,Intimidation,1
2022-01,Crime Against Person,Kidnapping/Abduction,1
2022-01,Crime Against Person,Sexual Assault With An Object,4
2022-01,Crime Against Person,Simple Assault,87
2022-01,Crime Against Person,Statuory Rape,1
2022-01,Crime Against Property,All other Larceny,113
2022-01,Crime Against Property,Arson,1
2022-01,Crime Against Property,Burglary/Breaking and Entering,57
2022-01,Crime Against Property,Counterfeiting/Forgery,60
2022-01,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,48
2022-01,Crime Against Property,Destruction/Damage/Vandalism of Property,120
2022-01,Crime Against Property,Embezzlement,3
2022-01,Crime Against Property,Extortion/Blackmail,3
2022-01,Crime Against Property,False Pretenses/Swindle/Confidence Game,53
2022-01,Crime Against Property,From Coin/Operated Machine or Device,1
2022-01,Crime Against Property,Identity Theft,80
2022-01,Crime Against Property,Motor Vehicle Theft,67
2022-01,Crime Against Property,Pocket/picking,10
2022-01,Crime Against Property,Purse-snatching,2
2022-01,Crime Against Property,Robbery,20
2022-01,Crime Against Property,Shoplifting,80
2022-01,Crime Against Property,Stolen Property Offenses,1
2022-01,Crime Against Property,Theft From Motor Vehicle,167
2022-01,Crime Against Property,Theft from Building,96
2022-01,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,114
2022-01,Crime Against Property,Welfare Fraud,1
2022-01,Crime Against Property,Wire Fraud,3
2022-01,Crime Against Society,All Other Offenses,296
2022-01,Crime Against Society,Assisting or Promoting Prostitution,1
2022-01,Crime Against Society,Disorderly Conduct,9
2022-01,Crime Against Society,Driving Under the Influence,23
2022-01,Crime Against Society,Drug Equipment Violations,3
2022-01,Crime Against Society,Drug/Narcotic Violations,30
2022-01,Crime Against Society,Liquor Law Violations,1
2022-01,Crime Against Society,Prostitution,1
2022-01,Crime Against Society,Trespass of Real Property,6
2022-01,Crime Against Society,Weapon Law Violations,15
2022-02,Crime Against Not a Crime,Runaway,15
2022-02,Crime Against Person,Aggravated Assault,18
2022-02,Crime Against Person,Forcible Fondling,17
2022-02,Crime Against Person,Forcible Rape,6
2022-02,Crime Against Person,Forcible Sodomy,6
2022-02,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2022-02,Crime Against Person,Intimidation,1
2022-02,Crime Against Person,Kidnapping/Abduction,2
2022-02,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2022-02,Crime Against Person,Sexual Assault With An Object,1
2022-02,Crime Against Person,Simple Assault,74
2022-02,Crime Against Person,Statuory Rape,1
2022-02,Crime Against Property,All other Larceny,82
2022-02,Crime Against Property,Burglary/Breaking and Entering,58
2022-02,Crime Against Property,Counterfeiting/Forgery,40
2022-02,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,49
2022-02,Crime Against Property,Destruction/Damage/Vandalism of Property,138
2022-02,Crime Against Property,Embezzlement,4
2022-02,Crime Against Property,Extortion/Blackmail,3
2022-02,Crime Against Property,False Pretenses/Swindle/Confidence Game,51
2022-02,Crime Against Property,Identity Theft,68
2022-02,Crime Against Property,Impersonation,3
2022-02,Crime Against Property,Motor Vehicle Theft,75
2022-02,Crime Against Property,Pocket/picking,3
2022-02,Crime Against Property,Purse-snatching,2
2022-02,Crime Against Property,Robbery,14
2022-02,Crime Against Property,Shoplifting,68
2022-02,Crime Against Property,Theft From Motor Vehicle,155
2022-02,Crime Against Property,Theft from Building,76
2022-02,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,147
2022-02,Crime Against Property,Welfare Fraud,1
2022-02,Crime Against Property,Wire Fraud,3
2022-02,Crime Against Society,All Other Offenses,308
2022-02,Crime Against Society,Assisting or Promoting Prostitution,3
2022-02,Crime Against Society,Disorderly Conduct,8
2022-02,Crime Against Society,Driving Under the Influence,31
2022-02,Crime Against Society,Drug Equipment Violations,1
2022-02,Crime Against Society,Drug/Narcotic Violations,42
2022-02,Crime Against Society,"Family Offenses, NonViolent",1
2022-02,Crime Against Society,Liquor Law Violations,4
2022-02,Crime Against Society,Pornography/Obscene Material,1
2022-02,Crime Against Society,Prostitution,3
2022-02,Crime Against Society,Trespass of Real Property,4
2022-02,Crime Against Society,Weapon Law Violations,10
2022-03,Crime Against Not a Crime,Runaway,18
2022-03,Crime Against Person,Aggravated Assault,20
2022-03,Crime Against Person,Forcible Fondling,14
2022-03,Crime Against Person,Forcible Rape,11
2022-03,Crime Against Person,Forcible Sodomy,8
2022-03,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2022-03,Crime Against Person,Intimidation,1
2022-03,Crime Against Person,Sexual Assault With An Object,3
2022-03,Crime Against Person,Simple Assault,82
2022-03,Crime Against Property,All other Larceny,108
2022-03,Crime Against Property,Burglary/Breaking and Entering,73
2022-03,Crime Against Property,Counterfeiting/Forgery,39
2022-03,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,70
2022-03,Crime Against Property,Destruction/Damage/Vandalism of Property,178
2022-03,Crime Against Property,Embezzlement,1
2022-03,Crime Against Property,Extortion/Blackmail,1
2022-03,Crime Against Property,False Pretenses/Swindle/Confidence Game,38
2022-03,Crime Against Property,From Coin/Operated Machine or Device,1
2022-03,Crime Against Property,Identity Theft,65
2022-03,Crime Against Property,Impersonation,2
2022-03,Crime Against Property,Motor Vehicle Theft,82
2022-03,Crime Against Property,Pocket/picking,5
2022-03,Crime Against Property,Robbery,16
2022-03,Crime Against Property,Shoplifting,69
2022-03,Crime Against Property,Stolen Property Offenses,2
2022-03,Crime Against Property,Theft From Motor Vehicle,197
2022-03,Crime Against Property,Theft from Building,91
2022-03,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,144
2022-03,Crime Against Property,Wire Fraud,4
2022-03,Crime Against Society,All Other Offenses,321
2022-03,Crime Against Society,Assisting or Promoting Prostitution,2
2022-03,Crime Against Society,Disorderly Conduct,12
2022-03,Crime Against Society,Driving Under the Influence,38
2022-03,Crime Against Society,Drug Equipment Violations,6
2022-03,Crime Against Society,Drug/Narcotic Violations,47
2022-03,Crime Against Society,"Family Offenses, NonViolent",8
2022-03,Crime Against Society,Liquor Law Violations,6
2022-03,Crime Against Society,Pornography/Obscene Material,3
2022-03,Crime Against Society,Prostitution,3
2022-03,Crime Against Society,Trespass of Real Property,5
2022-03,Crime Against Society,Weapon Law Violations,20
2022-04,Crime Against Not a Crime,Runaway,16
2022-04,Crime Against Person,Aggravated Assault,24
2022-04,Crime Against Person,Forcible Fondling,11
2022-04,Crime Against Person,Forcible Rape,7
2022-04,Crime Against Person,Forcible Sodomy,3
2022-04,Crime Against Person,Intimidation,2
2022-04,Crime Against Person,Sexual Assault With An Object,2
2022-04,Crime Against Person,Simple Assault,93
2022-04,Crime Against Person,Statuory Rape,3
2022-04,Crime Against Property,All other Larceny,102
2022-04,Crime Against Property,Arson,1
2022-04,Crime Against Property,Burglary/Breaking and Entering,55
2022-04,Crime Against Property,Counterfeiting/Forgery,37
2022-04,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,52
2022-04,Crime Against Property,Destruction/Damage/Vandalism of Property,165
2022-04,Crime Against Property,Embezzlement,5
2022-04,Crime Against Property,Extortion/Blackmail,1
2022-04,Crime Against Property,False Pretenses/Swindle/Confidence Game,35
2022-04,Crime Against Property,Identity Theft,41
2022-04,Crime Against Property,Impersonation,2
2022-04,Crime Against Property,Motor Vehicle Theft,64
2022-04,Crime Against Property,Pocket/picking,3
2022-04,Crime Against Property,Purse-snatching,1
2022-04,Crime Against Property,Robbery,14
2022-04,Crime Against Property,Shoplifting,77
2022-04,Crime Against Property,Stolen Property Offenses,3
2022-04,Crime Against Property,Theft From Motor Vehicle,154
2022-04,Crime Against Property,Theft from Building,92
2022-04,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,133
2022-04,Crime Against Property,Wire Fraud,2
2022-04,Crime Against Society,All Other Offenses,315
2022-04,Crime Against Society,Disorderly Conduct,14
2022-04,Crime Against Society,Driving Under the Influence,30
2022-04,Crime Against Society,Drug/Narcotic Violations,36
2022-04,Crime Against Society,"Family Offenses, NonViolent",1
2022-04,Crime Against Society,Liquor Law Violations,4
2022-04,Crime Against Society,Prostitution,1
2022-04,Crime Against Society,Trespass of Real Property,8
2022-04,Crime Against Society,Weapon Law Violations,11
2022-05,Crime Against Not a Crime,Runaway,13
2022-05,Crime Against Person,Aggravated Assault,23
2022-05,Crime Against Person,Forcible Fondling,11
2022-05,Crime Against Person,Forcible Rape,13
2022-05,Crime Against Person,Forcible Sodomy,1
2022-05,Crime Against Person,Sexual Assault With An Object,1
2022-05,Crime Against Person,Simple Assault,87
2022-05,Crime Against Person,Statuory Rape,2
2022-05,Crime Against Property,All other Larceny,121
2022-05,Crime Against Property,Burglary/Breaking and Entering,57
2022-05,Crime Against Property,Counterfeiting/Forgery,29
2022-05,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,50
2022-05,Crime Against Property,Destruction/Damage/Vandalism of Property,187
2022-05,Crime Against Property,Embezzlement,1
2022-05,Crime Against Property,Extortion/Blackmail,3
2022-05,Crime Against Property,False Pretenses/Swindle/Confidence Game,40
2022-05,Crime Against Property,Identity Theft,60
2022-05,Crime Against Property,Impersonation,4
2022-05,Crime Against Property,Motor Vehicle Theft,77
2022-05,Crime Against Property,Pocket/picking,11
2022-05,Crime Against Property,Purse-snatching,1
2022-05,Crime Against Property,Robbery,9
2022-05,Crime Against Property,Shoplifting,71
2022-05,Crime Against Property,Theft From Motor Vehicle,270
2022-05,Crime Against Property,Theft from Building,86
2022-05,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,136
2022-05,Crime Against Society,All Other Offenses,325
2022-05,Crime Against Society,Disorderly Conduct,18
2022-05,Crime Against Society,Driving Under the Influence,26
2022-05,Crime Against Society,Drug Equipment Violations,6
2022-05,Crime Against Society,Drug/Narcotic Violations,38
2022-05,Crime Against Society,"Family Offenses, NonViolent",3
2022-05,Crime Against Society,Liquor Law Violations,9
2022-05,Crime Against Society,Prostitution,3
2022-05,Crime Against Society,Trespass of Real Property,14
2022-05,Crime Against Society,Weapon Law Violations,8
2022-06,Crime Against Not a Crime,Runaway,12
2022-06,Crime Against Person,Aggravated Assault,20
2022-06,Crime Against Person,Forcible Fondling,13
2022-06,Crime Against Person,Forcible Rape,7
2022-06,Crime Against Person,Forcible Sodomy,4
2022-06,Crime Against Person,Intimidation,4
2022-06,Crime Against Person,Kidnapping/Abduction,1
2022-06,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2022-06,Crime Against Person,Sexual Assault With An Object,2
2022-06,Crime Against Person,Simple Assault,75
2022-06,Crime Against Property,All other Larceny,137
2022-06,Crime Against Property,Arson,2
2022-06,Crime Against Property,Burglary/Breaking and Entering,54
2022-06,Crime Against Property,Counterfeiting/Forgery,25
2022-06,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,45
2022-06,Crime Against Property,Destruction/Damage/Vandalism of Property,142
2022-06,Crime Against Property,Embezzlement,6
2022-06,Crime Against Property,Extortion/Blackmail,2
2022-06,Crime Against Property,False Pretenses/Swindle/Confidence Game,43
2022-06,Crime Against Property,Identity Theft,45
2022-06,Crime Against Property,Impersonation,2
2022-06,Crime Against Property,Motor Vehicle Theft,83
2022-06,Crime Against Property,Pocket/picking,3
2022-06,Crime Against Property,Purse-snatching,1
2022-06,Crime Against Property,Robbery,17
2022-06,Crime Against Property,Shoplifting,74
2022-06,Crime Against Property,Theft From Motor Vehicle,201
2022-06,Crime Against Property,Theft from Building,79
2022-06,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,158
2022-06,Crime Against Property,Wire Fraud,1
2022-06,Crime Against Society,All Other Offenses,323
2022-06,Crime Against Society,Assisting or Promoting Prostitution,1
2022-06,Crime Against Society,Disorderly Conduct,10
2022-06,Crime Against Society,Driving Under the Influence,34
2022-06,Crime Against Society,Drug Equipment Violations,2
2022-06,Crime Against Society,Drug/Narcotic Violations,25
2022-06,Crime Against Society,"Family Offenses, NonViolent",3
2022-06,Crime Against Society,Liquor Law Violations,6
2022-06,Crime Against Society,Prostitution,1
2022-06,Crime Against Society,Trespass of Real Property,7
2022-06,Crime Against Society,Weapon Law Violations,10
2022-07,Crime Against Not a Crime,Runaway,15
2022-07,Crime Against Person,Aggravated Assault,20
2022-07,Crime Against Person,Forcible Fondling,7
2022-07,Crime Against Person,Forcible Rape,8
2022-07,Crime Against Person,Forcible Sodomy,1
2022-07,Crime Against Person,Intimidation,1
2022-07,Crime Against Person,Sexual Assault With An Object,2
2022-07,Crime Against Person,Simple Assault,80
2022-07,Crime Against Person,Statuory Rape,2
2022-07,Crime Against Property,All other Larceny,127
2022-07,Crime Against Property,Arson,2
2022-07,Crime Against Property,Burglary/Breaking and Entering,85
2022-07,Crime Against Property,Counterfeiting/Forgery,24
2022-07,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,67
2022-07,Crime Against Property,Destruction/Damage/Vandalism of Property,144
2022-07,Crime Against Property,Embezzlement,2
2022-07,Crime Against Property,Extortion/Blackmail,5
2022-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,45
2022-07,Crime Against Property,From Coin/Operated Machine or Device,1
2022-07,Crime Against Property,Identity Theft,51
2022-07,Crime Against Property,Motor Vehicle Theft,76
2022-07,Crime Against Property,Pocket/picking,8
2022-07,Crime Against Property,Purse-snatching,1
2022-07,Crime Against Property,Robbery,21
2022-07,Crime Against Property,Shoplifting,76
2022-07,Crime Against Property,Theft From Motor Vehicle,224
2022-07,Crime Against Property,Theft from Building,90
2022-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,143
2022-07,Crime Against Property,Wire Fraud,1
2022-07,Crime Against Society,All Other Offenses,337
2022-07,Crime Against Society,Disorderly Conduct,14
2022-07,Crime Against Society,Driving Under the Influence,26
2022-07,Crime Against Society,Drug Equipment Violations,2
2022-07,Crime Against Society,Drug/Narcotic Violations,28
2022-07,Crime Against Society,"Family Offenses, NonViolent",2
2022-07,Crime Against Society,Liquor Law Violations,4
2022-07,Crime Against Society,Prostitution,1
2022-07,Crime Against Society,Trespass of Real Property,14
2022-07,Crime Against Society,Weapon Law Violations,13
2022-08,Crime Against Not a Crime,Runaway,6
2022-08,Crime Against Person,Aggravated Assault,25
2022-08,Crime Against Person,Forcible Fondling,10
2022-08,Crime Against Person,Forcible Rape,10
2022-08,Crime Against Person,Forcible Sodomy,5
2022-08,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2022-08,Crime Against Person,Intimidation,2
2022-08,Crime Against Person,Sexual Assault With An Object,2
2022-08,Crime Against Person,Simple Assault,82
2022-08,Crime Against Property,All other Larceny,136
2022-08,Crime Against Property,Arson,1
2022-08,Crime Against Property,Burglary/Breaking and Entering,67
2022-08,Crime Against Property,Counterfeiting/Forgery,25
2022-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,73
2022-08,Crime Against Property,Destruction/Damage/Vandalism of Property,163
2022-08,Crime Against Property,Embezzlement,3
2022-08,Crime Against Property,Extortion/Blackmail,4
2022-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,49
2022-08,Crime Against Property,Identity Theft,47
2022-08,Crime Against Property,Impersonation,2
2022-08,Crime Against Property,Motor Vehicle Theft,89
2022-08,Crime Against Property,Pocket/picking,6
2022-08,Crime Against Property,Purse-snatching,4
2022-08,Crime Against Property,Robbery,11
2022-08,Crime Against Property,Shoplifting,93
2022-08,Crime Against Property,Stolen Property Offenses,1
2022-08,Crime Against Property,Theft From Motor Vehicle,256
2022-08,Crime Against Property,Theft from Building,98
2022-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,192
2022-08,Crime Against Property,Welfare Fraud,1
2022-08,Crime Against Property,Wire Fraud,3
2022-08,Crime Against Society,All Other Offenses,307
2022-08,Crime Against Society,Assisting or Promoting Prostitution,1
2022-08,Crime Against Society,Disorderly Conduct,10
2022-08,Crime Against Society,Driving Under the Influence,22
2022-08,Crime Against Society,Drug Equipment Violations,4
2022-08,Crime Against Society,Drug/Narcotic Violations,17
2022-08,Crime Against Society,"Family Offenses, NonViolent",3
2022-08,Crime Against Society,Liquor Law Violations,7
2022-08,Crime Against Society,Prostitution,1
2022-08,Crime Against Society,Trespass of Real Property,12
2022-08,Crime Against Society,Weapon Law Violations,8
2022-09,Crime Against Not a Crime,Runaway,9
2022-09,Crime Against Person,Aggravated Assault,21
2022-09,Crime Against Person,Forcible Fondling,12
2022-09,Crime Against Person,Forcible Rape,6
2022-09,Crime Against Person,Forcible Sodomy,3
2022-09,Crime Against Person,Intimidation,2
2022-09,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2022-09,Crime Against Person,Sexual Assault With An Object,3
2022-09,Crime Against Person,Simple Assault,95
2022-09,Crime Against Person,Statuory Rape,1
2022-09,Crime Against Property,All other Larceny,129
2022-09,Crime Against Property,Arson,1
2022-09,Crime Against Property,Burglary/Breaking and Entering,69
2022-09,Crime Against Property,Counterfeiting/Forgery,43
2022-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,89
2022-09,Crime Against Property,Destruction/Damage/Vandalism of Property,154
2022-09,Crime Against Property,Embezzlement,3
2022-09,Crime Against Property,Extortion/Blackmail,3
2022-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,42
2022-09,Crime Against Property,From Coin/Operated Machine or Device,1
2022-09,Crime Against Property,Identity Theft,39
2022-09,Crime Against Property,Motor Vehicle Theft,110
2022-09,Crime Against Property,Pocket/picking,2
2022-09,Crime Against Property,Purse-snatching,1
2022-09,Crime Against Property,Robbery,21
2022-09,Crime Against Property,Shoplifting,99
2022-09,Crime Against Property,Theft From Motor Vehicle,264
2022-09,Crime Against Property,Theft from Building,77
2022-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,166
2022-09,Crime Against Property,Wire Fraud,4
2022-09,Crime Against Society,All Other Offenses,330
2022-09,Crime Against Society,Animal Cruelty,1
2022-09,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2022-09,Crime Against Society,Disorderly Conduct,17
2022-09,Crime Against Society,Driving Under the Influence,28
2022-09,Crime Against Society,Drug Equipment Violations,4
2022-09,Crime Against Society,Drug/Narcotic Violations,32
2022-09,Crime Against Society,"Family Offenses, NonViolent",2
2022-09,Crime Against Society,Liquor Law Violations,4
2022-09,Crime Against Society,Trespass of Real Property,4
2022-09,Crime Against Society,Weapon Law Violations,14
2022-10,Crime Against Not a Crime,Runaway,7
2022-10,Crime Against Person,Aggravated Assault,18
2022-10,Crime Against Person,Forcible Fondling,8
2022-10,Crime Against Person,Forcible Rape,11
2022-10,Crime Against Person,Forcible Sodomy,2
2022-10,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2022-10,Crime Against Person,Intimidation,2
2022-10,Crime Against Person,Sexual Assault With An Object,5
2022-10,Crime Against Person,Simple Assault,75
2022-10,Crime Against Property,All other Larceny,118
2022-10,Crime Against Property,Arson,3
2022-10,Crime Against Property,Burglary/Breaking and Entering,51
2022-10,Crime Against Property,Counterfeiting/Forgery,27
2022-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,100
2022-10,Crime Against Property,Destruction/Damage/Vandalism of Property,182
2022-10,Crime Against Property,Embezzlement,4
2022-10,Crime Against Property,Extortion/Blackmail,3
2022-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,46
2022-10,Crime Against Property,Identity Theft,45
2022-10,Crime Against Property,Impersonation,1
2022-10,Crime Against Property,Motor Vehicle Theft,83
2022-10,Crime Against Property,Pocket/picking,6
2022-10,Crime Against Property,Purse-snatching,4
2022-10,Crime Against Property,Robbery,14
2022-10,Crime Against Property,Shoplifting,111
2022-10,Crime Against Property,Theft From Motor Vehicle,279
2022-10,Crime Against Property,Theft from Building,91
2022-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,152
2022-10,Crime Against Property,Welfare Fraud,2
2022-10,Crime Against Property,Wire Fraud,1
2022-10,Crime Against Society,All Other Offenses,333
2022-10,Crime Against Society,Animal Cruelty,1
2022-10,Crime Against Society,Assisting or Promoting Prostitution,1
2022-10,Crime Against Society,Disorderly Conduct,10
2022-10,Crime Against Society,Driving Under the Influence,24
2022-10,Crime Against Society,Drug Equipment Violations,5
2022-10,Crime Against Society,Drug/Narcotic Violations,37
2022-10,Crime Against Society,"Family Offenses, NonViolent",1
2022-10,Crime Against Society,Liquor Law Violations,1
2022-10,Crime Against Society,Pornography/Obscene Material,4
2022-10,Crime Against Society,Prostitution,1
2022-10,Crime Against Society,Trespass of Real Property,10
2022-10,Crime Against Society,Weapon Law Violations,16
2022-11,Crime Against Not a Crime,Runaway,16
2022-11,Crime Against Person,Aggravated Assault,18
2022-11,Crime Against Person,Forcible Fondling,17
2022-11,Crime Against Person,Forcible Rape,6
2022-11,Crime Against Person,Forcible Sodomy,2
2022-11,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2022-11,Crime Against Person,Intimidation,2
2022-11,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2022-11,Crime Against Person,Negligent Manslaughter,1
2022-11,Crime Against Person,Sexual Assault With An Object,2
2022-11,Crime Against Person,Simple Assault,88
2022-11,Crime Against Person,Statuory Rape,2
2022-11,Crime Against Property,All other Larceny,105
2022-11,Crime Against Property,Burglary/Breaking and Entering,60
2022-11,Crime Against Property,Counterfeiting/Forgery,28
2022-11,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,89
2022-11,Crime Against Property,Destruction/Damage/Vandalism of Property,150
2022-11,Crime Against Property,Embezzlement,2
2022-11,Crime Against Property,Extortion/Blackmail,4
2022-11,Crime Against Property,False Pretenses/Swindle/Confidence Game,41
2022-11,Crime Against Property,From Coin/Operated Machine or Device,1
2022-11,Crime Against Property,Identity Theft,40
2022-11,Crime Against Property,Motor Vehicle Theft,126
2022-11,Crime Against Property,Pocket/picking,5
2022-11,Crime Against Property,Purse-snatching,2
2022-11,Crime Against Property,Robbery,7
2022-11,Crime Against Property,Shoplifting,73
2022-11,Crime Against Property,Stolen Property Offenses,1
2022-11,Crime Against Property,Theft From Motor Vehicle,223
2022-11,Crime Against Property,Theft from Building,91
2022-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,162
2022-11,Crime Against Property,Welfare Fraud,1
2022-11,Crime Against Property,Wire Fraud,4
2022-11,Crime Against Society,All Other Offenses,342
2022-11,Crime Against Society,Assisting or Promoting Prostitution,2
2022-11,Crime Against Society,Disorderly Conduct,14
2022-11,Crime Against Society,Driving Under the Influence,22
2022-11,Crime Against Society,Drug Equipment Violations,9
2022-11,Crime Against Society,Drug/Narcotic Violations,34
2022-11,Crime Against Society,"Family Offenses, NonViolent",2
2022-11,Crime Against Society,Liquor Law Violations,4
2022-11,Crime Against Society,Prostitution,2
2022-11,Crime Against Society,Trespass of Real Property,9
2022-11,Crime Against Society,Weapon Law Violations,11
2022-12,Crime Against Not a Crime,Runaway,14
2022-12,Crime Against Person,Aggravated Assault,12
2022-12,Crime Against Person,Forcible Fondling,5
2022-12,Crime Against Person,Forcible Rape,7
2022-12,Crime Against Person,Forcible Sodomy,3
2022-12,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2022-12,Crime Against Person,Intimidation,2
