month_year,Crime Name1,Crime Name2,count
2019-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,39
2019-07,Crime Against Property,Identity Theft,45
2019-07,Crime Against Property,Impersonation,2
2019-07,Crime Against Property,Motor Vehicle Theft,64
2019-07,Crime Against Property,Pocket/picking,6
2019-07,Crime Against Property,Purse-snatching,2
2019-07,Crime Against Property,Robbery,19
2019-07,Crime Against Property,Shoplifting,78
2019-07,Crime Against Property,Stolen Property Offenses,2
2019-07,Crime Against Property,Theft From Motor Vehicle,363
2019-07,Crime Against Property,Theft from Building,117
2019-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,51
2019-07,Crime Against Property,Wire Fraud,1
2019-07,Crime Against Society,All Other Offenses,378
2019-07,Crime Against Society,Assisting or Promoting Prostitution,2
2019-07,Crime Against Society,Disorderly Conduct,23
2019-07,Crime Against Society,Driving Under the Influence,65
2019-07,Crime Against Society,Drug Equipment Violations,9
2019-07,Crime Against Society,Drug/Narcotic Violations,131
2019-07,Crime Against Society,"Family Offenses, NonViolent",8
2019-07,Crime Against Society,Liquor Law Violations,37
2019-07,Crime Against Society,Prostitution,2
2019-07,Crime Against Society,Trespass of Real Property,23
2019-07,Crime Against Society,Weapon Law Violations,7
2019-08,Crime Against Not a Crime,Runaway,9
2019-08,Crime Against Person,Aggravated Assault,15
2019-08,Crime Against Person,Forcible Fondling,8
2019-08,Crime Against Person,Forcible Rape,9
2019-08,Crime Against Person,Forcible Sodomy,4
2019-08,Crime Against Person,Intimidation,4
2019-08,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2019-08,Crime Against Person,Sexual Assault With An Object,2
2019-08,Crime Against Person,Simple Assault,85
2019-08,Crime Against Person,Statuory Rape,2
2019-08,Crime Against Property,All other Larceny,140
2019-08,Crime Against Property,Arson,1
2019-08,Crime Against Property,Burglary/Breaking and Entering,64
2019-08,Crime Against Property,Counterfeiting/Forgery,19
2019-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,18
2019-08,Crime Against Property,Destruction/Damage/Vandalism of Property,163
2019-08,Crime Against Property,Embezzlement,3
2019-08,Crime Against Property,Extortion/Blackmail,3
2019-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,38
2019-08,Crime Against Property,Identity Theft,38
2019-08,Crime Against Property,Impersonation,2
2019-08,Crime Against Property,Motor Vehicle Theft,62
2019-08,Crime Against Property,Pocket/picking,4
2019-08,Crime Against Property,Purse-snatching,1
2019-08,Crime Against Property,Robbery,24
2019-08,Crime Against Property,Shoplifting,83
2019-08,Crime Against Property,Stolen Property Offenses,3
2019-08,Crime Against Property,Theft From Motor Vehicle,395
2019-08,Crime Against Property,Theft from Building,123
2019-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,62
2019-08,Crime Against Property,Wire Fraud,1
2019-08,Crime Against Society,All Other Offenses,388
2019-08,Crime Against Society,Assisting or Promoting Prostitution,2
2019-08,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2019-08,Crime Against Society,Disorderly Conduct,35
2019-08,Crime Against Society,Driving Under the Influence,65
2019-08,Crime Against Society,Drug Equipment Violations,12
2019-08,Crime Against Society,Drug/Narcotic Violations,115
2019-08,Crime Against Society,"Family Offenses, NonViolent",2
2019-08,Crime Against Society,Liquor Law Violations,29
2019-08,Crime Against Society,Trespass of Real Property,26
2019-08,Crime Against Society,Weapon Law Violations,9
2019-09,Crime Against Not a Crime,Runaway,10
2019-09,Crime Against Person,Aggravated Assault,15
2019-09,Crime Against Person,Forcible Fondling,6
2019-09,Crime Against Person,Forcible Rape,10
2019-09,Crime Against Person,Forcible Sodomy,3
2019-09,Crime Against Person,Intimidation,2
2019-09,Crime Against Person,Sexual Assault With An Object,1
2019-09,Crime Against Person,Simple Assault,109
2019-09,Crime Against Person,Statuory Rape,1
2019-09,Crime Against Property,All other Larceny,132
2019-09,Crime Against Property,Burglary/Breaking and Entering,82
2019-09,Crime Against Property,Counterfeiting/Forgery,18
2019-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,15
2019-09,Crime Against Property,Destruction/Damage/Vandalism of Property,151
2019-09,Crime Against Property,Embezzlement,7
2019-09,Crime Against Property,Extortion/Blackmail,1
2019-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,23
2019-09,Crime Against Property,From Coin/Operated Machine or Device,1
2019-09,Crime Against Property,Identity Theft,35
2019-09,Crime Against Property,Impersonation,1
2019-09,Crime Against Property,Motor Vehicle Theft,51
2019-09,Crime Against Property,Pocket/picking,3
2019-09,Crime Against Property,Purse-snatching,2
2019-09,Crime Against Property,Robbery,17
2019-09,Crime Against Property,Shoplifting,102
2019-09,Crime Against Property,Theft From Motor Vehicle,277
2019-09,Crime Against Property,Theft from Building,93
2019-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,74
2019-09,Crime Against Property,Wire Fraud,2
2019-09,Crime Against Society,All Other Offenses,365
2019-09,Crime Against Society,Assisting or Promoting Prostitution,2
2019-09,Crime Against Society,Disorderly Conduct,31
2019-09,Crime Against Society,Driving Under the Influence,84
2019-09,Crime Against Society,Drug Equipment Violations,7
2019-09,Crime Against Society,Drug/Narcotic Violations,91
2019-09,Crime Against Society,"Family Offenses, NonViolent",4
2019-09,Crime Against Society,Liquor Law Violations,32
2019-09,Crime Against Society,Trespass of Real Property,20
2019-09,Crime Against Society,Weapon Law Violations,4
2019-10,Crime Against Not a Crime,Runaway,25
2019-10,Crime Against Person,Aggravated Assault,29
2019-10,Crime Against Person,Forcible Fondling,8
2019-10,Crime Against Person,Forcible Rape,9
2019-10,Crime Against Person,Forcible Sodomy,5
2019-10,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2019-10,Crime Against Person,Sexual Assault With An Object,3
2019-10,Crime Against Person,Simple Assault,97
2019-10,Crime Against Property,All other Larceny,128
2019-10,Crime Against Property,Burglary/Breaking and Entering,100
2019-10,Crime Against Property,Counterfeiting/Forgery,16
2019-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,19
2019-10,Crime Against Property,Destruction/Damage/Vandalism of Property,148
2019-10,Crime Against Property,Embezzlement,2
2019-10,Crime Against Property,Extortion/Blackmail,1
2019-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,28
2019-10,Crime Against Property,From Coin/Operated Machine or Device,1
2019-10,Crime Against Property,Identity Theft,31
2019-10,Crime Against Property,Impersonation,2
2019-10,Crime Against Property,Motor Vehicle Theft,50
2019-10,Crime Against Property,Pocket/picking,6
2019-10,Crime Against Property,Purse-snatching,6
2019-10,Crime Against Property,Robbery,23
2019-10,Crime Against Property,Shoplifting,85
2019-10,Crime Against Property,Theft From Motor Vehicle,348
2019-10,Crime Against Property,Theft from Building,123
2019-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,64
2019-10,Crime Against Society,All Other Offenses,375
2019-10,Crime Against Society,Disorderly Conduct,33
2019-10,Crime Against Society,Driving Under the Influence,59
2019-10,Crime Against Society,Drug Equipment Violations,8
2019-10,Crime Against Society,Drug/Narcotic Violations,86
2019-10,Crime Against Society,"Family Offenses, NonViolent",8
2019-10,Crime Against Society,Liquor Law Violations,30
2019-10,Crime Against Society,Prostitution,1
2019-10,Crime Against Society,Trespass of Real Property,20
2019-10,Crime Against Society,Weapon Law Violations,16
2019-11,Crime Against Not a Crime,Runaway,13
2019-11,Crime Against Person,Aggravated Assault,16
2019-11,Crime Against Person,Forcible Fondling,8
2019-11,Crime Against Person,Forcible Rape,14
2019-11,Crime Against Person,Forcible Sodomy,4
2019-11,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2019-11,Crime Against Person,Intimidation,3
2019-11,Crime Against Person,Sexual Assault With An Object,3
2019-11,Crime Against Person,Simple Assault,101
2019-11,Crime Against Property,All other Larceny,116
2019-11,Crime Against Property,Burglary/Breaking and Entering,123
2019-11,Crime Against Property,Counterfeiting/Forgery,11
2019-11,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,46
2019-11,Crime Against Property,Destruction/Damage/Vandalism of Property,161
2019-11,Crime Against Property,Embezzlement,4
2019-11,Crime Against Property,Extortion/Blackmail,1
2019-11,Crime Against Property,False Pretenses/Swindle/Confidence Game,24
2019-11,Crime Against Property,Identity Theft,29
2019-11,Crime Against Property,Impersonation,1
2019-11,Crime Against Property,Motor Vehicle Theft,57
2019-11,Crime Against Property,Pocket/picking,10
2019-11,Crime Against Property,Purse-snatching,3
2019-11,Crime Against Property,Robbery,12
2019-11,Crime Against Property,Shoplifting,90
2019-11,Crime Against Property,Theft From Motor Vehicle,346
2019-11,Crime Against Property,Theft from Building,113
2019-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,63
2019-11,Crime Against Property,Wire Fraud,2
2019-11,Crime Against Society,All Other Offenses,340
2019-11,Crime Against Society,Assisting or Promoting Prostitution,1
2019-11,Crime Against Society,Disorderly Conduct,40
2019-11,Crime Against Society,Driving Under the Influence,96
2019-11,Crime Against Society,Drug Equipment Violations,5
2019-11,Crime Against Society,Drug/Narcotic Violations,98
2019-11,Crime Against Society,"Family Offenses, NonViolent",2
2019-11,Crime Against Society,Liquor Law Violations,24
2019-11,Crime Against Society,Pornography/Obscene Material,3
2019-11,Crime Against Society,Prostitution,2
2019-11,Crime Against Society,Trespass of Real Property,30
2019-11,Crime Against Society,Weapon Law Violations,10
2019-12,Crime Against Not a Crime,Runaway,12
2019-12,Crime Against Person,Aggravated Assault,21
2019-12,Crime Against Person,Forcible Fondling,6
2019-12,Crime Against Person,Forcible Rape,13
2019-12,Crime Against Person,Forcible Sodomy,2
2019-12,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2019-12,Crime Against Person,Kidnapping/Abduction,1
2019-12,Crime Against Person,Sexual Assault With An Object,2
2019-12,Crime Against Person,Simple Assault,93
2019-12,Crime Against Person,Statuory Rape,1
2019-12,Crime Against Property,All other Larceny,143
2019-12,Crime Against Property,Burglary/Breaking and Entering,85
2019-12,Crime Against Property,Counterfeiting/Forgery,22
2019-12,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,48
2019-12,Crime Against Property,Destruction/Damage/Vandalism of Property,115
2019-12,Crime Against Property,Embezzlement,4
2019-12,Crime Against Property,Extortion/Blackmail,3
2019-12,Crime Against Property,False Pretenses/Swindle/Confidence Game,30
2019-12,Crime Against Property,From Coin/Operated Machine or Device,2
2019-12,Crime Against Property,Identity Theft,29
2019-12,Crime Against Property,Motor Vehicle Theft,52
2019-12,Crime Against Property,Pocket/picking,8
2019-12,Crime Against Property,Purse-snatching,2
2019-12,Crime Against Property,Robbery,15
2019-12,Crime Against Property,Shoplifting,92
2019-12,Crime Against Property,Stolen Property Offenses,2
2019-12,Crime Against Property,Theft From Motor Vehicle,344
2019-12,Crime Against Property,Theft from Building,115
2019-12,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,63
2019-12,Crime Against Society,All Other Offenses,346
2019-12,Crime Against Society,Assisting or Promoting Prostitution,1
2019-12,Crime Against Society,Disorderly Conduct,16
2019-12,Crime Against Society,Driving Under the Influence,83
2019-12,Crime Against Society,Drug Equipment Violations,16
2019-12,Crime Against Society,Drug/Narcotic Violations,104
2019-12,Crime Against Society,"Family Offenses, NonViolent",4
2019-12,Crime Against Society,Liquor Law Violations,37
2019-12,Crime Against Society,Prostitution,2
2019-12,Crime Against Society,Trespass of Real Property,23
2019-12,Crime Against Society,Weapon Law Violations,5
2020-01,Crime Against Not a Crime,Runaway,12
2020-01,Crime Against Person,Aggravated Assault,21
2020-01,Crime Against Person,Forcible Fondling,15
2020-01,Crime Against Person,Forcible Rape,7
2020-01,Crime Against Person,Forcible Sodomy,3
2020-01,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2020-01,Crime Against Person,Intimidation,3
2020-01,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-01,Crime Against Person,Sexual Assault With An Object,5
2020-01,Crime Against Person,Simple Assault,86
2020-01,Crime Against Person,Statuory Rape,1
2020-01,Crime Against Property,All other Larceny,112
2020-01,Crime Against Property,Arson,1
2020-01,Crime Against Property,Burglary/Breaking and Entering,69
2020-01,Crime Against Property,Counterfeiting/Forgery,25
2020-01,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,51
2020-01,Crime Against Property,Destruction/Damage/Vandalism of Property,143
2020-01,Crime Against Property,Embezzlement,3
2020-01,Crime Against Property,Extortion/Blackmail,1
2020-01,Crime Against Property,False Pretenses/Swindle/Confidence Game,33
2020-01,Crime Against Property,From Coin/Operated Machine or Device,1
2020-01,Crime Against Property,Identity Theft,53
2020-01,Crime Against Property,Impersonation,1
2020-01,Crime Against Property,Motor Vehicle Theft,50
2020-01,Crime Against Property,Pocket/picking,10
2020-01,Crime Against Property,Purse-snatching,4
2020-01,Crime Against Property,Robbery,14
2020-01,Crime Against Property,Shoplifting,101
2020-01,Crime Against Property,Theft From Motor Vehicle,358
2020-01,Crime Against Property,Theft from Building,120
2020-01,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,53
2020-01,Crime Against Property,Wire Fraud,2
2020-01,Crime Against Society,All Other Offenses,360
2020-01,Crime Against Society,Assisting or Promoting Prostitution,3
2020-01,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2020-01,Crime Against Society,Disorderly Conduct,32
2020-01,Crime Against Society,Driving Under the Influence,53
2020-01,Crime Against Society,Drug Equipment Violations,5
2020-01,Crime Against Society,Drug/Narcotic Violations,124
2020-01,Crime Against Society,"Family Offenses, NonViolent",2
2020-01,Crime Against Society,Liquor Law Violations,43
2020-01,Crime Against Society,Prostitution,3
2020-01,Crime Against Society,Trespass of Real Property,18
2020-01,Crime Against Society,Weapon Law Violations,7
2020-02,Crime Against Not a Crime,Runaway,17
2020-02,Crime Against Person,Aggravated Assault,12
2020-02,Crime Against Person,Forcible Fondling,7
2020-02,Crime Against Person,Forcible Rape,8
2020-02,Crime Against Person,Forcible Sodomy,1
2020-02,Crime Against Person,Intimidation,1
2020-02,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-02,Crime Against Person,Sexual Assault With An Object,4
2020-02,Crime Against Person,Simple Assault,83
2020-02,Crime Against Person,Statuory Rape,1
2020-02,Crime Against Property,All other Larceny,97
2020-02,Crime Against Property,Burglary/Breaking and Entering,84
2020-02,Crime Against Property,Counterfeiting/Forgery,21
2020-02,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,37
2020-02,Crime Against Property,Destruction/Damage/Vandalism of Property,145
2020-02,Crime Against Property,Embezzlement,5
2020-02,Crime Against Property,Extortion/Blackmail,5
2020-02,Crime Against Property,False Pretenses/Swindle/Confidence Game,38
2020-02,Crime Against Property,From Coin/Operated Machine or Device,2
2020-02,Crime Against Property,Identity Theft,24
2020-02,Crime Against Property,Impersonation,1
2020-02,Crime Against Property,Motor Vehicle Theft,49
2020-02,Crime Against Property,Pocket/picking,4
2020-02,Crime Against Property,Purse-snatching,4
2020-02,Crime Against Property,Robbery,15
2020-02,Crime Against Property,Shoplifting,88
2020-02,Crime Against Property,Stolen Property Offenses,1
2020-02,Crime Against Property,Theft From Motor Vehicle,260
2020-02,Crime Against Property,Theft from Building,95
2020-02,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,50
2020-02,Crime Against Society,All Other Offenses,374
2020-02,Crime Against Society,Assisting or Promoting Prostitution,3
2020-02,Crime Against Society,Disorderly Conduct,27
2020-02,Crime Against Society,Driving Under the Influence,73
2020-02,Crime Against Society,Drug Equipment Violations,8
2020-02,Crime Against Society,Drug/Narcotic Violations,95
2020-02,Crime Against Society,"Family Offenses, NonViolent",4
2020-02,Crime Against Society,Liquor Law Violations,41
2020-02,Crime Against Society,Prostitution,6
2020-02,Crime Against Society,Trespass of Real Property,22
2020-02,Crime Against Society,Weapon Law Violations,9
2020-03,Crime Against Not a Crime,Runaway,26
2020-03,Crime Against Person,Aggravated Assault,15
2020-03,Crime Against Person,Forcible Fondling,2
2020-03,Crime Against Person,Forcible Rape,11
2020-03,Crime Against Person,Forcible Sodomy,1
2020-03,Crime Against Person,Intimidation,1
2020-03,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-03,Crime Against Person,Sexual Assault With An Object,3
2020-03,Crime Against Person,Simple Assault,97
2020-03,Crime Against Property,All other Larceny,112
2020-03,Crime Against Property,Burglary/Breaking and Entering,52
2020-03,Crime Against Property,Counterfeiting/Forgery,18
2020-03,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,40
2020-03,Crime Against Property,Destruction/Damage/Vandalism of Property,176
2020-03,Crime Against Property,Embezzlement,3
2020-03,Crime Against Property,Extortion/Blackmail,1
2020-03,Crime Against Property,False Pretenses/Swindle/Confidence Game,13
2020-03,Crime Against Property,Identity Theft,37
2020-03,Crime Against Property,Impersonation,1
2020-03,Crime Against Property,Motor Vehicle Theft,74
2020-03,Crime Against Property,Pocket/picking,3
2020-03,Crime Against Property,Purse-snatching,2
2020-03,Crime Against Property,Robbery,13
2020-03,Crime Against Property,Shoplifting,86
2020-03,Crime Against Property,Theft From Motor Vehicle,335
2020-03,Crime Against Property,Theft from Building,82
2020-03,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,88
2020-03,Crime Against Property,Wire Fraud,1
2020-03,Crime Against Society,All Other Offenses,329
2020-03,Crime Against Society,Assisting or Promoting Prostitution,1
2020-03,Crime Against Society,Disorderly Conduct,39
2020-03,Crime Against Society,Driving Under the Influence,34
2020-03,Crime Against Society,Drug Equipment Violations,5
2020-03,Crime Against Society,Drug/Narcotic Violations,86
2020-03,Crime Against Society,"Family Offenses, NonViolent",2
2020-03,Crime Against Society,Liquor Law Violations,42
2020-03,Crime Against Society,Pornography/Obscene Material,1
2020-03,Crime Against Society,Prostitution,1
2020-03,Crime Against Society,Trespass of Real Property,19
2020-03,Crime Against Society,Weapon Law Violations,6
2020-04,Crime Against Not a Crime,Runaway,14
2020-04,Crime Against Person,Aggravated Assault,16
2020-04,Crime Against Person,Forcible Fondling,4
2020-04,Crime Against Person,Forcible Rape,7
2020-04,Crime Against Person,Forcible Sodomy,7
2020-04,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2020-04,Crime Against Person,Sexual Assault With An Object,4
2020-04,Crime Against Person,Simple Assault,63
2020-04,Crime Against Property,All other Larceny,103
2020-04,Crime Against Property,Arson,1
2020-04,Crime Against Property,Burglary/Breaking and Entering,44
2020-04,Crime Against Property,Counterfeiting/Forgery,15
2020-04,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,31
2020-04,Crime Against Property,Destruction/Damage/Vandalism of Property,114
2020-04,Crime Against Property,Embezzlement,1
2020-04,Crime Against Property,Extortion/Blackmail,2
2020-04,Crime Against Property,False Pretenses/Swindle/Confidence Game,31
2020-04,Crime Against Property,From Coin/Operated Machine or Device,4
2020-04,Crime Against Property,Identity Theft,36
2020-04,Crime Against Property,Motor Vehicle Theft,58
2020-04,Crime Against Property,Purse-snatching,1
2020-04,Crime Against Property,Robbery,9
2020-04,Crime Against Property,Shoplifting,50
2020-04,Crime Against Property,Theft From Motor Vehicle,369
2020-04,Crime Against Property,Theft from Building,51
2020-04,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,34
2020-04,Crime Against Property,Wire Fraud,1
2020-04,Crime Against Society,All Other Offenses,233
2020-04,Crime Against Society,Disorderly Conduct,11
2020-04,Crime Against Society,Driving Under the Influence,20
2020-04,Crime Against Society,Drug Equipment Violations,3
2020-04,Crime Against Society,Drug/Narcotic Violations,23
2020-04,Crime Against Society,"Family Offenses, NonViolent",2
2020-04,Crime Against Society,Liquor Law Violations,5
2020-04,Crime Against Society,Pornography/Obscene Material,1
2020-04,Crime Against Society,Trespass of Real Property,19
2020-04,Crime Against Society,Weapon Law Violations,7
2020-05,Crime Against Not a Crime,Justifiable Homicide,1
2020-05,Crime Against Not a Crime,Runaway,13
2020-05,Crime Against Person,Aggravated Assault,19
2020-05,Crime Against Person,Forcible Fondling,7
2020-05,Crime Against Person,Forcible Rape,10
2020-05,Crime Against Person,Forcible Sodomy,8
2020-05,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2020-05,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-05,Crime Against Person,Sexual Assault With An Object,3
2020-05,Crime Against Person,Simple Assault,67
2020-05,Crime Against Property,All other Larceny,152
2020-05,Crime Against Property,Burglary/Breaking and Entering,58
2020-05,Crime Against Property,Counterfeiting/Forgery,24
2020-05,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,38
2020-05,Crime Against Property,Destruction/Damage/Vandalism of Property,193
2020-05,Crime Against Property,Extortion/Blackmail,4
2020-05,Crime Against Property,False Pretenses/Swindle/Confidence Game,27
2020-05,Crime Against Property,Hacking/Computer Invasion,1
2020-05,Crime Against Property,Identity Theft,32
2020-05,Crime Against Property,Motor Vehicle Theft,64
2020-05,Crime Against Property,Pocket/picking,2
2020-05,Crime Against Property,Purse-snatching,2
2020-05,Crime Against Property,Robbery,11
2020-05,Crime Against Property,Shoplifting,45
2020-05,Crime Against Property,Theft From Motor Vehicle,372
2020-05,Crime Against Property,Theft from Building,76
2020-05,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,61
2020-05,Crime Against Property,Wire Fraud,4
2020-05,Crime Against Society,All Other Offenses,285
2020-05,Crime Against Society,Assisting or Promoting Prostitution,1
2020-05,Crime Against Society,Disorderly Conduct,23
2020-05,Crime Against Society,Driving Under the Influence,17
2020-05,Crime Against Society,Drug Equipment Violations,4
2020-05,Crime Against Society,Drug/Narcotic Violations,45
2020-05,Crime Against Society,"Family Offenses, NonViolent",6
2020-05,Crime Against Society,Liquor Law Violations,14
2020-05,Crime Against Society,Trespass of Real Property,16
2020-05,Crime Against Society,Weapon Law Violations,9
2020-06,Crime Against Not a Crime,Runaway,8
2020-06,Crime Against Person,Aggravated Assault,14
2020-06,Crime Against Person,Forcible Fondling,5
2020-06,Crime Against Person,Forcible Rape,3
2020-06,Crime Against Person,Forcible Sodomy,3
2020-06,Crime Against Person,Intimidation,1
2020-06,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2020-06,Crime Against Person,Sexual Assault With An Object,2
2020-06,Crime Against Person,Simple Assault,87
2020-06,Crime Against Person,Statuory Rape,1
2020-06,Crime Against Property,All other Larceny,166
2020-06,Crime Against Property,Arson,1
2020-06,Crime Against Property,Burglary/Breaking and Entering,66
2020-06,Crime Against Property,Counterfeiting/Forgery,22
2020-06,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,40
2020-06,Crime Against Property,Destruction/Damage/Vandalism of Property,180
2020-06,Crime Against Property,Embezzlement,6
2020-06,Crime Against Property,Extortion/Blackmail,2
2020-06,Crime Against Property,False Pretenses/Swindle/Confidence Game,43
2020-06,Crime Against Property,Hacking/Computer Invasion,1
2020-06,Crime Against Property,Identity Theft,20
2020-06,Crime Against Property,Motor Vehicle Theft,69
2020-06,Crime Against Property,Pocket/picking,4
2020-06,Crime Against Property,Purse-snatching,1
2020-06,Crime Against Property,Robbery,9
2020-06,Crime Against Property,Shoplifting,63
2020-06,Crime Against Property,Stolen Property Offenses,2
2020-06,Crime Against Property,Theft From Motor Vehicle,383
2020-06,Crime Against Property,Theft from Building,60
2020-06,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,89
2020-06,Crime Against Property,Wire Fraud,2
2020-06,Crime Against Society,All Other Offenses,312
2020-06,Crime Against Society,Disorderly Conduct,11
2020-06,Crime Against Society,Driving Under the Influence,35
2020-06,Crime Against Society,Drug Equipment Violations,4
2020-06,Crime Against Society,Drug/Narcotic Violations,22
2020-06,Crime Against Society,"Family Offenses, NonViolent",3
2020-06,Crime Against Society,Liquor Law Violations,3
2020-06,Crime Against Society,Trespass of Real Property,8
2020-06,Crime Against Society,Weapon Law Violations,4
2020-07,Crime Against Not a Crime,Runaway,7
2020-07,Crime Against Person,Aggravated Assault,11
2020-07,Crime Against Person,Forcible Fondling,7
2020-07,Crime Against Person,Forcible Rape,12
2020-07,Crime Against Person,Forcible Sodomy,5
2020-07,Crime Against Person,Intimidation,2
2020-07,Crime Against Person,Kidnapping/Abduction,2
2020-07,Crime Against Person,Murder and Nonnegligent Manslaughter,3
2020-07,Crime Against Person,Sexual Assault With An Object,7
2020-07,Crime Against Person,Simple Assault,82
2020-07,Crime Against Property,All other Larceny,124
2020-07,Crime Against Property,Arson,2
2020-07,Crime Against Property,Burglary/Breaking and Entering,82
2020-07,Crime Against Property,Counterfeiting/Forgery,21
2020-07,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,59
2020-07,Crime Against Property,Destruction/Damage/Vandalism of Property,208
2020-07,Crime Against Property,Embezzlement,3
2020-07,Crime Against Property,Extortion/Blackmail,2
2020-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,27
2020-07,Crime Against Property,From Coin/Operated Machine or Device,1
2020-07,Crime Against Property,Identity Theft,39
2020-07,Crime Against Property,Impersonation,2
2020-07,Crime Against Property,Motor Vehicle Theft,94
2020-07,Crime Against Property,Pocket/picking,4
2020-07,Crime Against Property,Robbery,19
2020-07,Crime Against Property,Shoplifting,83
2020-07,Crime Against Property,Stolen Property Offenses,1
2020-07,Crime Against Property,Theft From Motor Vehicle,435
2020-07,Crime Against Property,Theft from Building,96
2020-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,106
2020-07,Crime Against Property,Wire Fraud,1
2020-07,Crime Against Society,All Other Offenses,318
2020-07,Crime Against Society,Disorderly Conduct,16
2020-07,Crime Against Society,Driving Under the Influence,32
2020-07,Crime Against Society,Drug Equipment Violations,5
2020-07,Crime Against Society,Drug/Narcotic Violations,27
2020-07,Crime Against Society,"Family Offenses, NonViolent",4
2020-07,Crime Against Society,Liquor Law Violations,12
2020-07,Crime Against Society,Pornography/Obscene Material,1
2020-07,Crime Against Society,Trespass of Real Property,11
2020-07,Crime Against Society,Weapon Law Violations,8
2020-08,Crime Against Not a Crime,Runaway,8
2020-08,Crime Against Person,Aggravated Assault,16
2020-08,Crime Against Person,Forcible Fondling,10
2020-08,Crime Against Person,Forcible Rape,10
2020-08,Crime Against Person,Forcible Sodomy,4
2020-08,Crime Against Person,Sexual Assault With An Object,3
2020-08,Crime Against Person,Simple Assault,100
2020-08,Crime Against Property,All other Larceny,155
2020-08,Crime Against Property,Arson,2
2020-08,Crime Against Property,Burglary/Breaking and Entering,74
2020-08,Crime Against Property,Counterfeiting/Forgery,19
2020-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,54
2020-08,Crime Against Property,Destruction/Damage/Vandalism of Property,218
2020-08,Crime Against Property,Embezzlement,1
2020-08,Crime Against Property,Extortion/Blackmail,4
2020-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,49
2020-08,Crime Against Property,From Coin/Operated Machine or Device,1
2020-08,Crime Against Property,Identity Theft,32
2020-08,Crime Against Property,Impersonation,3
2020-08,Crime Against Property,Motor Vehicle Theft,93
2020-08,Crime Against Property,Pocket/picking,7
2020-08,Crime Against Property,Purse-snatching,1
2020-08,Crime Against Property,Robbery,15
2020-08,Crime Against Property,Shoplifting,93
2020-08,Crime Against Property,Stolen Property Offenses,1
2020-08,Crime Against Property,Theft From Motor Vehicle,361
2020-08,Crime Against Property,Theft from Building,91
2020-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,112
2020-08,Crime Against Property,Wire Fraud,2
2020-08,Crime Against Society,All Other Offenses,285
2020-08,Crime Against Society,Disorderly Conduct,10
2020-08,Crime Against Society,Driving Under the Influence,34
2020-08,Crime Against Society,Drug Equipment Violations,2
2020-08,Crime Against Society,Drug/Narcotic Violations,27
2020-08,Crime Against Society,"Family Offenses, NonViolent",4
2020-08,Crime Against Society,Liquor Law Violations,11
2020-08,Crime Against Society,Trespass of Real Property,17
