month_year,Agency,Crime Name1,count
2022-05,MCPD,Crime Against Property,1033
2022-05,MCPD,Crime Against Society,348
2022-05,RCPD,Crime Against Not a Crime,1
2022-05,RCPD,Crime Against Person,27
2022-05,RCPD,Crime Against Property,88
2022-05,RCPD,Crime Against Society,80
2022-05,TPPD,Crime Against Person,3
2022-05,TPPD,Crime Against Property,53
2022-05,TPPD,Crime Against Society,9
2022-06,GPD,Crime Against Person,8
2022-06,GPD,Crime Against Property,29
2022-06,GPD,Crime Against Society,24
2022-06,MCPD,Crime Against Not a Crime,9
2022-06,MCPD,Crime Against Person,83
2022-06,MCPD,Crime Against Property,968
2022-06,MCPD,Crime Against Society,321
2022-06,RCPD,Crime Against Not a Crime,3
2022-06,RCPD,Crime Against Person,33
2022-06,RCPD,Crime Against Property,76
2022-06,RCPD,Crime Against Society,66
2022-06,TPPD,Crime Against Person,3
2022-06,TPPD,Crime Against Property,47
2022-06,TPPD,Crime Against Society,11
2022-07,GPD,Crime Against Not a Crime,1
2022-07,GPD,Crime Against Person,5
2022-07,GPD,Crime Against Property,32
2022-07,GPD,Crime Against Society,15
2022-07,MCFM,Crime Against Property,4
2022-07,MCPD,Crime Against Not a Crime,12
2022-07,MCPD,Crime Against Person,79
2022-07,MCPD,Crime Against Property,1041
2022-07,MCPD,Crime Against Society,345
2022-07,RCPD,Crime Against Not a Crime,2
2022-07,RCPD,Crime Against Person,32
2022-07,RCPD,Crime Against Property,82
2022-07,RCPD,Crime Against Society,66
2022-07,TPPD,Crime Against Person,5
2022-07,TPPD,Crime Against Property,34
2022-07,TPPD,Crime Against Society,15
2022-08,GPD,Crime Against Person,6
2022-08,GPD,Crime Against Property,19
2022-08,GPD,Crime Against Society,22
2022-08,MCPD,Crime Against Not a Crime,5
2022-08,MCPD,Crime Against Person,99
2022-08,MCPD,Crime Against Property,1159
2022-08,MCPD,Crime Against Society,303
2022-08,MCSO,Crime Against Society,1
2022-08,RCPD,Crime Against Not a Crime,1
2022-08,RCPD,Crime Against Person,26
2022-08,RCPD,Crime Against Property,92
2022-08,RCPD,Crime Against Society,52
2022-08,TPPD,Crime Against Person,6
2022-08,TPPD,Crime Against Property,54
2022-08,TPPD,Crime Against Society,14
2022-09,GPD,Crime Against Person,4
2022-09,GPD,Crime Against Property,31
2022-09,GPD,Crime Against Society,14
2022-09,MCPD,Crime Against Not a Crime,7
2022-09,MCPD,Crime Against Person,109
2022-09,MCPD,Crime Against Property,1144
2022-09,MCPD,Crime Against Society,332
2022-09,MCSO,Crime Against Society,1
2022-09,RCPD,Crime Against Not a Crime,2
2022-09,RCPD,Crime Against Person,27
2022-09,RCPD,Crime Against Property,98
2022-09,RCPD,Crime Against Society,71
2022-09,TPPD,Crime Against Person,4
2022-09,TPPD,Crime Against Property,44
2022-09,TPPD,Crime Against Society,19
2022-10,GPD,Crime Against Person,3
2022-10,GPD,Crime Against Property,31
2022-10,GPD,Crime Against Society,15
2022-10,MCFM,Crime Against Property,1
2022-10,MCPD,Crime Against Not a Crime,7
2022-10,MCPD,Crime Against Person,90
2022-10,MCPD,Crime Against Property,1149
2022-10,MCPD,Crime Against Society,328
2022-10,RCPD,Crime Against Person,27
2022-10,RCPD,Crime Against Property,113
2022-10,RCPD,Crime Against Society,87
2022-10,TPPD,Crime Against Person,2
2022-10,TPPD,Crime Against Property,29
2022-10,TPPD,Crime Against Society,14
2022-11,GPD,Crime Against Person,8
2022-11,GPD,Crime Against Property,24
2022-11,GPD,Crime Against Society,16
2022-11,MCPD,Crime Against Not a Crime,14
2022-11,MCPD,Crime Against Person,96
2022-11,MCPD,Crime Against Property,1052
2022-11,MCPD,Crime Against Society,341
2022-11,RCPD,Crime Against Not a Crime,2
2022-11,RCPD,Crime Against Person,33
2022-11,RCPD,Crime Against Property,108
2022-11,RCPD,Crime Against Society,79
2022-11,TPPD,Crime Against Person,4
2022-11,TPPD,Crime Against Property,31
2022-11,TPPD,Crime Against Society,15
2022-12,GPD,Crime Against Person,2
2022-12,GPD,Crime Against Property,29
2022-12,GPD,Crime Against Society,7
2022-12,MCPD,Crime Against Not a Crime,12
2022-12,MCPD,Crime Against Person,90
2022-12,MCPD,Crime Against Property,1145
2022-12,MCPD,Crime Against Society,337
2022-12,RCPD,Crime Against Not a Crime,2
2022-12,RCPD,Crime Against Person,20
2022-12,RCPD,Crime Against Property,115
2022-12,RCPD,Crime Against Society,81
2022-12,TPPD,Crime Against Person,1
2022-12,TPPD,Crime Against Property,45
2022-12,TPPD,Crime Against Society,16
2023-01,GPD,Crime Against Person,8
2023-01,GPD,Crime Against Property,27
2023-01,GPD,Crime Against Society,18
2023-01,MCPD,Crime Against Not a Crime,9
2023-01,MCPD,Crime Against Person,107
2023-01,MCPD,Crime Against Property,1029
2023-01,MCPD,Crime Against Society,359
2023-01,RCPD,Crime Against Not a Crime,2
2023-01,RCPD,Crime Against Person,31
2023-01,RCPD,Crime Against Property,112
2023-01,RCPD,Crime Against Society,95
2023-01,TPPD,Crime Against Person,2
2023-01,TPPD,Crime Against Property,51
2023-01,TPPD,Crime Against Society,16
2023-02,GPD,Crime Against Not a Crime,2
2023-02,GPD,Crime Against Person,1
2023-02,GPD,Crime Against Property,33
2023-02,GPD,Crime Against Society,18
2023-02,MCPD,Crime Against Not a Crime,15
2023-02,MCPD,Crime Against Person,91
2023-02,MCPD,Crime Against Property,974
2023-02,MCPD,Crime Against Society,336
2023-02,RCPD,Crime Against Not a Crime,3
2023-02,RCPD,Crime Against Person,30
2023-02,RCPD,Crime Against Property,99
2023-02,RCPD,Crime Against Society,75
2023-02,TPPD,Crime Against Person,4
2023-02,TPPD,Crime Against Property,51
2023-02,TPPD,Crime Against Society,14
2023-03,GPD,Crime Against Person,4
2023-03,GPD,Crime Against Property,30
2023-03,GPD,Crime Against Society,16
2023-03,MCPD,Crime Against Not a Crime,12
2023-03,MCPD,Crime Against Person,99
2023-03,MCPD,Crime Against Property,1056
2023-03,MCPD,Crime Against Society,355
2023-03,RCPD,Crime Against Not a Crime,4
2023-03,RCPD,Crime Against Person,29
2023-03,RCPD,Crime Against Property,98
2023-03,RCPD,Crime Against Society,88
2023-03,TPPD,Crime Against Person,9
2023-03,TPPD,Crime Against Property,66
2023-03,TPPD,Crime Against Society,23
2023-04,GPD,Crime Against Not a Crime,2
2023-04,GPD,Crime Against Person,3
2023-04,GPD,Crime Against Property,35
2023-04,GPD,Crime Against Society,21
2023-04,MCPD,Crime Against Not a Crime,10
2023-04,MCPD,Crime Against Person,90
2023-04,MCPD,Crime Against Property,1077
2023-04,MCPD,Crime Against Society,321
2023-04,RCPD,Crime Against Not a Crime,2
2023-04,RCPD,Crime Against Person,23
2023-04,RCPD,Crime Against Property,92
2023-04,RCPD,Crime Against Society,78
2023-04,TPPD,Crime Against Person,2
2023-04,TPPD,Crime Against Property,65
2023-04,TPPD,Crime Against Society,18
2023-05,GPD,Crime Against Person,6
2023-05,GPD,Crime Against Property,30
2023-05,GPD,Crime Against Society,13
2023-05,MCPD,Crime Against Not a Crime,24
2023-05,MCPD,Crime Against Person,115
2023-05,MCPD,Crime Against Property,1119
2023-05,MCPD,Crime Against Society,350
2023-05,RCPD,Crime Against Not a Crime,3
2023-05,RCPD,Crime Against Person,31
2023-05,RCPD,Crime Against Property,94
2023-05,RCPD,Crime Against Society,88
2023-05,TPPD,Crime Against Person,2
2023-05,TPPD,Crime Against Property,40
2023-05,TPPD,Crime Against Society,14
2023-06,GPD,Crime Against Person,5
2023-06,GPD,Crime Against Property,44
2023-06,GPD,Crime Against Society,4
2023-06,MCPD,Crime Against Not a Crime,17
2023-06,MCPD,Crime Against Person,63
2023-06,MCPD,Crime Against Property,1071
2023-06,MCPD,Crime Against Society,229
2023-06,RCPD,Crime Against Not a Crime,4
2023-06,RCPD,Crime Against Person,25
2023-06,RCPD,Crime Against Property,80
2023-06,RCPD,Crime Against Society,100
2023-06,TPPD,Crime Against Person,1
2023-06,TPPD,Crime Against Property,57
2023-06,TPPD,Crime Against Society,14
2023-07,GPD,Crime Against Person,6
2023-07,GPD,Crime Against Property,28
2023-07,GPD,Crime Against Society,13
2023-07,MCPD,Crime Against Not a Crime,11
2023-07,MCPD,Crime Against Person,87
2023-07,MCPD,Crime Against Property,1129
2023-07,MCPD,Crime Against Society,157
2023-07,RCPD,Crime Against Not a Crime,2
2023-07,RCPD,Crime Against Person,22
2023-07,RCPD,Crime Against Property,91
2023-07,RCPD,Crime Against Society,57
2023-07,TPPD,Crime Against Person,3
2023-07,TPPD,Crime Against Property,46
2023-07,TPPD,Crime Against Society,8
2023-08,GPD,Crime Against Person,5
2023-08,GPD,Crime Against Property,35
2023-08,GPD,Crime Against Society,5
2023-08,MCPD,Crime Against Person,82
2023-08,MCPD,Crime Against Property,1236
2023-08,MCPD,Crime Against Society,71
2023-08,RCPD,Crime Against Person,27
2023-08,RCPD,Crime Against Property,117
2023-08,RCPD,Crime Against Society,13
2023-08,TPPD,Crime Against Person,3
2023-08,TPPD,Crime Against Property,67
2023-08,TPPD,Crime Against Society,5
2023-09,GPD,Crime Against Person,5
2023-09,GPD,Crime Against Property,50
2023-09,GPD,Crime Against Society,5
2023-09,MCPD,Crime Against Person,89
2023-09,MCPD,Crime Against Property,1190
2023-09,MCPD,Crime Against Society,68
2023-09,RCPD,Crime Against Person,30
2023-09,RCPD,Crime Against Property,102
2023-09,RCPD,Crime Against Society,18
2023-09,TPPD,Crime Against Person,4
2023-09,TPPD,Crime Against Property,40
2023-09,TPPD,Crime Against Society,12
2023-10,GPD,Crime Against Person,8
2023-10,GPD,Crime Against Property,33
2023-10,GPD,Crime Against Society,9
2023-10,MCPD,Crime Against Person,95
2023-10,MCPD,Crime Against Property,1281
2023-10,MCPD,Crime Against Society,104
2023-10,RCPD,Crime Against Person,22
2023-10,RCPD,Crime Against Property,83
2023-10,RCPD,Crime Against Society,21
2023-10,TPPD,Crime Against Person,2
2023-10,TPPD,Crime Against Property,46
2023-10,TPPD,Crime Against Society,5
2023-11,GPD,Crime Against Person,10
2023-11,GPD,Crime Against Property,58
2023-11,GPD,Crime Against Society,5
2023-11,MCPD,Crime Against Not a Crime,1
2023-11,MCPD,Crime Against Person,93
2023-11,MCPD,Crime Against Property,1301
2023-11,MCPD,Crime Against Society,103
2023-11,RCPD,Crime Against Person,18
2023-11,RCPD,Crime Against Property,101
2023-11,RCPD,Crime Against Society,18
2023-11,TPPD,Crime Against Person,3
2023-11,TPPD,Crime Against Property,59
2023-11,TPPD,Crime Against Society,3
2023-12,GPD,Crime Against Person,10
2023-12,GPD,Crime Against Property,35
2023-12,GPD,Crime Against Society,9
2023-12,MCPD,Crime Against Not a Crime,2
2023-12,MCPD,Crime Against Person,93
2023-12,MCPD,Crime Against Property,1183
2023-12,MCPD,Crime Against Society,73
2023-12,RCPD,Crime Against Person,19
2023-12,RCPD,Crime Against Property,88
2023-12,RCPD,Crime Against Society,14
2023-12,TPPD,Crime Against Person,1
2023-12,TPPD,Crime Against Property,34
2023-12,TPPD,Crime Against Society,1
2024-01,GPD,Crime Against Person,1
2024-01,GPD,Crime Against Property,30
2024-01,GPD,Crime Against Society,7
2024-01,MCPD,Crime Against Person,75
2024-01,MCPD,Crime Against Property,1094
2024-01,MCPD,Crime Against Society,111
2024-01,RCPD,Crime Against Not a Crime,2
2024-01,RCPD,Crime Against Person,17
2024-01,RCPD,Crime Against Property,86
2024-01,RCPD,Crime Against Society,7
2024-01,TPPD,Crime Against Property,70
2024-01,TPPD,Crime Against Society,4
2024-02,GPD,Crime Against Person,4
2024-02,GPD,Crime Against Property,28
2024-02,GPD,Crime Against Society,7
2024-02,MCPD,Crime Against Not a Crime,7
2024-02,MCPD,Crime Against Person,102
2024-02,MCPD,Crime Against Property,984
2024-02,MCPD,Crime Against Society,146
2024-02,RCPD,Crime Against Not a Crime,3
2024-02,RCPD,Crime Against Person,22
2024-02,RCPD,Crime Against Property,85
2024-02,RCPD,Crime Against Society,38
2024-02,TPPD,Crime Against Person,3
2024-02,TPPD,Crime Against Property,97
2024-02,TPPD,Crime Against Society,3
2024-03,GPD,Crime Against Person,3
2024-03,GPD,Crime Against Property,25
2024-03,GPD,Crime Against Society,9
2024-03,MCPD,Crime Against Not a Crime,11
2024-03,MCPD,Crime Against Person,89
2024-03,MCPD,Crime Against Property,952
2024-03,MCPD,Crime Against Society,243
2024-03,RCPD,Crime Against Not a Crime,1
2024-03,RCPD,Crime Against Person,21
2024-03,RCPD,Crime Against Property,107
2024-03,RCPD,Crime Against Society,80
2024-03,TPPD,Crime Against Person,4
2024-03,TPPD,Crime Against Property,72
2024-03,TPPD,Crime Against Society,11
2024-04,GPD,Crime Against Not a Crime,1
2024-04,GPD,Crime Against Person,2
2024-04,GPD,Crime Against Property,29
2024-04,GPD,Crime Against Society,7
2024-04,MCPD,Crime Against Not a Crime,10
2024-04,MCPD,Crime Against Person,70
2024-04,MCPD,Crime Against Property,915
2024-04,MCPD,Crime Against Society,246
2024-04,RCPD,Crime Against Not a Crime,5
2024-04,RCPD,Crime Against Person,32
2024-04,RCPD,Crime Against Property,99
2024-04,RCPD,Crime Against Society,102
2024-04,TPPD,Crime Against Person,2
2024-04,TPPD,Crime Against Property,37
2024-04,TPPD,Crime Against Society,7
2024-05,GPD,Crime Against Person,3
2024-05,GPD,Crime Against Property,26
2024-05,GPD,Crime Against Society,8
2024-05,MCPD,Crime Against Not a Crime,13
2024-05,MCPD,Crime Against Person,82
2024-05,MCPD,Crime Against Property,1062
2024-05,MCPD,Crime Against Society,235
2024-05,RCPD,Crime Against Not a Crime,3
2024-05,RCPD,Crime Against Person,29
2024-05,RCPD,Crime Against Property,128
2024-05,RCPD,Crime Against Society,74
2024-05,TPPD,Crime Against Person,2
2024-05,TPPD,Crime Against Property,60
2024-05,TPPD,Crime Against Society,8
2024-06,GPD,Crime Against Not a Crime,1
2024-06,GPD,Crime Against Person,7
2024-06,GPD,Crime Against Property,25
2024-06,GPD,Crime Against Society,8
2024-06,MCPD,Crime Against Not a Crime,6
2024-06,MCPD,Crime Against Person,81
2024-06,MCPD,Crime Against Property,1010
2024-06,MCPD,Crime Against Society,252
2024-06,RCPD,Crime Against Not a Crime,1
2024-06,RCPD,Crime Against Person,24
2024-06,RCPD,Crime Against Property,90
2024-06,RCPD,Crime Against Society,82
2024-06,TPPD,Crime Against Person,2
2024-06,TPPD,Crime Against Property,42
2024-06,TPPD,Crime Against Society,4
2024-07,GPD,Crime Against Not a Crime,1
2024-07,GPD,Crime Against Person,6
2024-07,GPD,Crime Against Property,32
2024-07,GPD,Crime Against Society,7
2024-07,MCPD,Crime Against Not a Crime,8
2024-07,MCPD,Crime Against Person,56
2024-07,MCPD,Crime Against Property,1106
2024-07,MCPD,Crime Against Society,228
2024-07,RCPD,Crime Against Not a Crime,1
2024-07,RCPD,Crime Against Person,26
2024-07,RCPD,Crime Against Property,106
2024-07,RCPD,Crime Against Society,91
2024-07,TPPD,Crime Against Person,2
2024-07,TPPD,Crime Against Property,39
2024-07,TPPD,Crime Against Society,10
2024-08,GPD,Crime Against Person,5
2024-08,GPD,Crime Against Property,27
2024-08,GPD,Crime Against Society,11
2024-08,MCPD,Crime Against Not a Crime,8
2024-08,MCPD,Crime Against Person,67
2024-08,MCPD,Crime Against Property,982
2024-08,MCPD,Crime Against Society,244
2024-08,RCPD,Crime Against Not a Crime,1
2024-08,RCPD,Crime Against Person,36
2024-08,RCPD,Crime Against Property,136
2024-08,RCPD,Crime Against Society,73
2024-08,TPPD,Crime Against Person,1
2024-08,TPPD,Crime Against Property,50
2024-08,TPPD,Crime Against Society,6
2024-09,GPD,Crime Against Person,4
2024-09,GPD,Crime Against Property,22
2024-09,GPD,Crime Against Society,10
2024-09,MCPD,Crime Against Not a Crime,8
2024-09,MCPD,Crime Against Person,76
2024-09,MCPD,Crime Against Property,1044
2024-09,MCPD,Crime Against Society,277
2024-09,MCSO,Crime Against Society,3
2024-09,P,Crime Against Society,1
2024-09,RCPD,Crime Against Person,16
2024-09,RCPD,Crime Against Property,104
2024-09,RCPD,Crime Against Society,79
2024-09,TPPD,Crime Against Property,50
2024-09,TPPD,Crime Against Society,3
2024-10,GPD,Crime Against Person,3
2024-10,GPD,Crime Against Property,20
2024-10,GPD,Crime Against Society,8
2024-10,MCPD,Crime Against Not a Crime,12
2024-10,MCPD,Crime Against Person,83
2024-10,MCPD,Crime Against Property,1176
2024-10,MCPD,Crime Against Society,271
2024-10,RCPD,Crime Against Not a Crime,1
2024-10,RCPD,Crime Against Person,12
2024-10,RCPD,Crime Against Property,109
2024-10,RCPD,Crime Against Society,73
2024-10,TPPD,Crime Against Person,5
2024-10,TPPD,Crime Against Property,64
2024-10,TPPD,Crime Against Society,9
2024-11,MCPD,Crime Against Property,4
2024-11,TPPD,Crime Against Property,3
