month_year,match_status,category,count
2021-01,Dispatch,no crime report,12460
2021-01,Match,domestic incident,2
2021-01,Match,drug related,13
2021-01,Match,fraud,98
2021-01,Match,other,269
2021-01,Match,runaway,7
2021-01,Match,sexual assault,11
2021-01,Match,theft from auto,280
2021-01,Match,theft from person,15
2021-01,Match,theft from property,393
2021-01,Match,theft of auto,73
2021-01,Match,theft of parts,100
2021-01,Match,traffic or accident,12
2021-01,Match,violent crime,80
2021-02,Crime,drug related,15
2021-02,Crime,fraud,11
2021-02,Crime,other,45
2021-02,Crime,runaway,2
2021-02,Crime,sexual assault,4
2021-02,Crime,theft from auto,28
2021-02,Crime,theft from person,3
2021-02,Crime,theft from property,37
2021-02,Crime,theft of auto,2
2021-02,Crime,theft of parts,1
2021-02,Crime,traffic or accident,9
2021-02,Crime,violent crime,12
2021-02,Dispatch,no crime report,11049
2021-02,Match,drug related,3
2021-02,Match,fraud,97
2021-02,Match,human trafficking,1
2021-02,Match,other,243
2021-02,Match,runaway,9
2021-02,Match,sex materials,1
2021-02,Match,sexual assault,12
2021-02,Match,theft from auto,207
2021-02,Match,theft from person,16
2021-02,Match,theft from property,326
2021-02,Match,theft of auto,55
2021-02,Match,theft of parts,54
2021-02,Match,traffic or accident,9
2021-02,Match,violent crime,57
2021-03,Crime,drug related,8
2021-03,Crime,fraud,11
2021-03,Crime,other,55
2021-03,Crime,sex crime,1
2021-03,Crime,sexual assault,2
2021-03,Crime,theft from auto,18
2021-03,Crime,theft from person,3
2021-03,Crime,theft from property,33
2021-03,Crime,theft of auto,6
2021-03,Crime,theft of parts,5
2021-03,Crime,traffic or accident,20
2021-03,Crime,violent crime,11
2021-03,Dispatch,no crime report,13835
2021-03,Match,drug related,10
2021-03,Match,fraud,108
2021-03,Match,other,262
2021-03,Match,runaway,6
2021-03,Match,sexual assault,11
2021-03,Match,theft from auto,236
2021-03,Match,theft from person,13
2021-03,Match,theft from property,379
2021-03,Match,theft of auto,67
2021-03,Match,theft of parts,119
2021-03,Match,traffic or accident,10
2021-03,Match,violent crime,77
2021-04,Crime,drug related,10
2021-04,Crime,fraud,11
2021-04,Crime,other,70
2021-04,Crime,runaway,1
2021-04,Crime,sex crime,2
2021-04,Crime,sexual assault,7
2021-04,Crime,theft from auto,10
2021-04,Crime,theft from person,3
2021-04,Crime,theft from property,38
2021-04,Crime,theft of auto,8
2021-04,Crime,theft of parts,7
2021-04,Crime,traffic or accident,7
2021-04,Crime,violent crime,8
2021-04,Dispatch,no crime report,13452
2021-04,Match,abduction,1
2021-04,Match,domestic incident,1
2021-04,Match,drug related,10
2021-04,Match,fraud,96
2021-04,Match,other,265
2021-04,Match,runaway,7
2021-04,Match,sexual assault,21
2021-04,Match,theft from auto,205
2021-04,Match,theft from person,6
2021-04,Match,theft from property,389
2021-04,Match,theft of auto,76
2021-04,Match,theft of parts,111
2021-04,Match,traffic or accident,14
2021-04,Match,violent crime,76
2021-05,Crime,domestic incident,2
2021-05,Crime,drug related,10
2021-05,Crime,fraud,10
2021-05,Crime,other,61
2021-05,Crime,sexual assault,3
2021-05,Crime,theft from auto,25
2021-05,Crime,theft from person,2
2021-05,Crime,theft from property,38
2021-05,Crime,theft of auto,2
2021-05,Crime,theft of parts,6
2021-05,Crime,traffic or accident,7
2021-05,Crime,violent crime,9
2021-05,Dispatch,no crime report,14699
2021-05,Match,domestic incident,1
2021-05,Match,drug related,2
2021-05,Match,fraud,122
2021-05,Match,other,288
2021-05,Match,runaway,5
2021-05,Match,sexual assault,19
2021-05,Match,theft from auto,275
2021-05,Match,theft from person,15
2021-05,Match,theft from property,435
2021-05,Match,theft of auto,107
2021-05,Match,theft of parts,119
2021-05,Match,traffic or accident,10
2021-05,Match,violent crime,91
2021-06,Crime,domestic incident,1
2021-06,Crime,drug related,2
2021-06,Crime,fraud,14
2021-06,Crime,other,64
2021-06,Crime,runaway,1
2021-06,Crime,sex crime,2
2021-06,Crime,sexual assault,11
2021-06,Crime,theft from auto,13
2021-06,Crime,theft from person,5
2021-06,Crime,theft from property,47
2021-06,Crime,theft of auto,4
2021-06,Crime,theft of parts,13
2021-06,Crime,traffic or accident,12
2021-06,Crime,violent crime,15
2021-06,Dispatch,no crime report,15085
2021-06,Match,abduction,1
2021-06,Match,domestic incident,3
2021-06,Match,drug related,11
2021-06,Match,fraud,134
2021-06,Match,other,281
2021-06,Match,runaway,9
2021-06,Match,sexual assault,14
2021-06,Match,theft from auto,249
2021-06,Match,theft from person,14
2021-06,Match,theft from property,429
2021-06,Match,theft of auto,72
2021-06,Match,theft of parts,165
2021-06,Match,traffic or accident,16
2021-06,Match,violent crime,86
2021-07,Crime,domestic incident,2
2021-07,Crime,drug related,19
2021-07,Crime,fraud,16
2021-07,Crime,other,72
2021-07,Crime,sexual assault,6
2021-07,Crime,theft from auto,17
2021-07,Crime,theft from person,2
2021-07,Crime,theft from property,59
2021-07,Crime,theft of auto,8
2021-07,Crime,theft of parts,14
2021-07,Crime,traffic or accident,21
2021-07,Crime,violent crime,14
2021-07,Dispatch,no crime report,15456
2021-07,Match,domestic incident,7
2021-07,Match,drug related,8
2021-07,Match,fraud,113
2021-07,Match,other,298
2021-07,Match,runaway,11
2021-07,Match,sexual assault,19
2021-07,Match,theft from auto,277
2021-07,Match,theft from person,14
2021-07,Match,theft from property,480
2021-07,Match,theft of auto,76
2021-07,Match,theft of parts,135
2021-07,Match,traffic or accident,17
2021-07,Match,violent crime,107
2021-08,Crime,domestic incident,1
2021-08,Crime,drug related,13
2021-08,Crime,fraud,9
2021-08,Crime,other,78
2021-08,Crime,runaway,1
2021-08,Crime,sex crime,6
2021-08,Crime,sexual assault,7
2021-08,Crime,theft from auto,14
2021-08,Crime,theft from person,1
2021-08,Crime,theft from property,52
2021-08,Crime,theft of auto,7
2021-08,Crime,theft of parts,12
2021-08,Crime,traffic or accident,17
2021-08,Crime,violent crime,12
2021-08,Dispatch,no crime report,14981
2021-08,Match,abduction,1
2021-08,Match,domestic incident,3
2021-08,Match,drug related,8
2021-08,Match,fraud,118
2021-08,Match,other,306
2021-08,Match,runaway,3
2021-08,Match,sex crime,2
2021-08,Match,sexual assault,16
2021-08,Match,theft from auto,282
2021-08,Match,theft from person,12
2021-08,Match,theft from property,422
2021-08,Match,theft of auto,114
2021-08,Match,theft of parts,93
2021-08,Match,traffic or accident,19
2021-08,Match,violent crime,76
2021-09,Crime,domestic incident,1
2021-09,Crime,drug related,14
2021-09,Crime,fraud,12
2021-09,Crime,other,61
2021-09,Crime,sex crime,2
2021-09,Crime,sexual assault,7
2021-09,Crime,theft from auto,19
2021-09,Crime,theft from person,4
2021-09,Crime,theft from property,42
2021-09,Crime,theft of auto,4
2021-09,Crime,theft of parts,4
2021-09,Crime,traffic or accident,15
2021-09,Crime,violent crime,10
2021-09,Dispatch,no crime report,15008
2021-09,Match,domestic incident,1
2021-09,Match,drug related,13
2021-09,Match,fraud,101
2021-09,Match,other,329
2021-09,Match,runaway,11
2021-09,Match,sex materials,1
2021-09,Match,sexual assault,30
2021-09,Match,theft from auto,261
2021-09,Match,theft from person,13
2021-09,Match,theft from property,434
2021-09,Match,theft of auto,87
2021-09,Match,theft of parts,117
2021-09,Match,traffic or accident,12
2021-09,Match,violent crime,118
2021-10,Crime,drug related,19
2021-10,Crime,fraud,7
2021-10,Crime,other,79
2021-10,Crime,runaway,1
2021-10,Crime,sexual assault,5
2021-10,Crime,theft from auto,31
2021-10,Crime,theft from person,3
2021-10,Crime,theft from property,59
2021-10,Crime,theft of auto,6
2021-10,Crime,theft of parts,6
2021-10,Crime,traffic or accident,13
2021-10,Crime,violent crime,10
2021-10,Dispatch,no crime report,16181
2021-10,Match,domestic incident,6
2021-10,Match,drug related,17
2021-10,Match,fraud,125
2021-10,Match,human trafficking,1
2021-10,Match,other,369
2021-10,Match,runaway,14
2021-10,Match,sex crime,2
2021-10,Match,sexual assault,20
2021-10,Match,theft from auto,311
2021-10,Match,theft from person,17
2021-10,Match,theft from property,422
2021-10,Match,theft of auto,121
2021-10,Match,theft of parts,108
2021-10,Match,traffic or accident,14
2021-10,Match,violent crime,144
2021-11,Crime,domestic incident,1
2021-11,Crime,drug related,16
2021-11,Crime,fraud,11
2021-11,Crime,human trafficking,1
2021-11,Crime,other,64
2021-11,Crime,sex crime,6
2021-11,Crime,sex materials,1
2021-11,Crime,sexual assault,13
2021-11,Crime,theft from auto,8
2021-11,Crime,theft from person,2
2021-11,Crime,theft from property,41
2021-11,Crime,theft of auto,4
2021-11,Crime,theft of parts,7
2021-11,Crime,traffic or accident,22
2021-11,Crime,violent crime,13
2021-11,Dispatch,no crime report,14438
2021-11,Match,domestic incident,1
2021-11,Match,drug related,13
2021-11,Match,fraud,97
2021-11,Match,other,308
2021-11,Match,runaway,13
2021-11,Match,sexual assault,22
2021-11,Match,theft from auto,199
2021-11,Match,theft from person,22
2021-11,Match,theft from property,425
2021-11,Match,theft of auto,61
2021-11,Match,theft of parts,106
2021-11,Match,traffic or accident,17
2021-11,Match,violent crime,126
2021-12,Crime,domestic incident,1
2021-12,Crime,drug related,17
2021-12,Crime,fraud,11
2021-12,Crime,other,59
2021-12,Crime,sex materials,1
2021-12,Crime,sexual assault,2
2021-12,Crime,theft from auto,9
2021-12,Crime,theft from person,3
2021-12,Crime,theft from property,47
2021-12,Crime,theft of auto,5
2021-12,Crime,theft of parts,9
2021-12,Crime,traffic or accident,36
2021-12,Crime,violent crime,10
2021-12,Dispatch,no crime report,14211
2021-12,Match,domestic incident,1
2021-12,Match,drug related,9
2021-12,Match,fraud,118
2021-12,Match,other,337
2021-12,Match,runaway,18
2021-12,Match,sexual assault,20
2021-12,Match,theft from auto,194
2021-12,Match,theft from person,16
2021-12,Match,theft from property,466
2021-12,Match,theft of auto,76
2021-12,Match,theft of parts,160
2021-12,Match,traffic or accident,13
2021-12,Match,violent crime,101
2022-01,Crime,drug related,24
2022-01,Crime,fraud,14
2022-01,Crime,human trafficking,1
2022-01,Crime,other,55
2022-01,Crime,runaway,2
2022-01,Crime,sex crime,2
2022-01,Crime,sexual assault,12
2022-01,Crime,theft from auto,15
2022-01,Crime,theft from person,8
2022-01,Crime,theft from property,58
2022-01,Crime,theft of auto,5
2022-01,Crime,theft of parts,4
2022-01,Crime,traffic or accident,13
2022-01,Crime,violent crime,11
2022-01,Dispatch,no crime report,13157
2022-01,Match,abduction,1
2022-01,Match,drug related,9
2022-01,Match,fraud,168
2022-01,Match,human trafficking,1
2022-01,Match,other,338
2022-01,Match,runaway,9
2022-01,Match,sexual assault,21
2022-01,Match,theft from auto,152
2022-01,Match,theft from person,24
2022-01,Match,theft from property,413
2022-01,Match,theft of auto,62
2022-01,Match,theft of parts,110
2022-01,Match,traffic or accident,10
2022-01,Match,violent crime,95
2022-02,Crime,drug related,25
2022-02,Crime,fraud,18
2022-02,Crime,human trafficking,1
2022-02,Crime,other,71
2022-02,Crime,sex crime,6
2022-02,Crime,sexual assault,6
2022-02,Crime,theft from auto,14
2022-02,Crime,theft from person,2
2022-02,Crime,theft from property,51
2022-02,Crime,theft of auto,3
2022-02,Crime,theft of parts,9
2022-02,Crime,traffic or accident,19
2022-02,Crime,violent crime,10
2022-02,Dispatch,no crime report,12979
2022-02,Match,abduction,2
2022-02,Match,domestic incident,1
2022-02,Match,drug related,18
2022-02,Match,fraud,151
2022-02,Match,other,312
2022-02,Match,runaway,15
2022-02,Match,sex materials,1
2022-02,Match,sexual assault,25
2022-02,Match,theft from auto,141
2022-02,Match,theft from person,17
2022-02,Match,theft from property,375
2022-02,Match,theft of auto,72
2022-02,Match,theft of parts,138
2022-02,Match,traffic or accident,12
2022-02,Match,violent crime,85
2022-03,Crime,domestic incident,3
2022-03,Crime,drug related,32
2022-03,Crime,fraud,7
2022-03,Crime,human trafficking,2
2022-03,Crime,other,82
2022-03,Crime,runaway,2
2022-03,Crime,sex crime,4
2022-03,Crime,sex materials,1
2022-03,Crime,sexual assault,5
2022-03,Crime,theft from auto,22
2022-03,Crime,theft from person,3
2022-03,Crime,theft from property,58
2022-03,Crime,theft of auto,4
2022-03,Crime,theft of parts,8
2022-03,Crime,traffic or accident,28
2022-03,Crime,violent crime,12
2022-03,Dispatch,no crime report,14273
2022-03,Match,domestic incident,5
2022-03,Match,drug related,21
2022-03,Match,fraud,166
2022-03,Match,other,328
2022-03,Match,runaway,16
2022-03,Match,sex crime,1
2022-03,Match,sex materials,2
2022-03,Match,sexual assault,31
2022-03,Match,theft from auto,175
2022-03,Match,theft from person,18
2022-03,Match,theft from property,465
2022-03,Match,theft of auto,78
2022-03,Match,theft of parts,136
2022-03,Match,traffic or accident,10
2022-03,Match,violent crime,91
2022-04,Crime,drug related,20
2022-04,Crime,fraud,12
2022-04,Crime,other,80
2022-04,Crime,runaway,2
2022-04,Crime,sex crime,1
2022-04,Crime,sexual assault,5
2022-04,Crime,theft from auto,12
2022-04,Crime,theft from person,2
2022-04,Crime,theft from property,67
2022-04,Crime,theft of auto,3
2022-04,Crime,theft of parts,6
2022-04,Crime,traffic or accident,20
2022-04,Crime,violent crime,13
2022-04,Dispatch,no crime report,14356
2022-04,Match,domestic incident,1
2022-04,Match,drug related,16
2022-04,Match,fraud,116
2022-04,Match,other,314
2022-04,Match,runaway,14
2022-04,Match,sexual assault,21
2022-04,Match,theft from auto,142
2022-04,Match,theft from person,16
2022-04,Match,theft from property,432
2022-04,Match,theft of auto,61
2022-04,Match,theft of parts,127
2022-04,Match,traffic or accident,10
2022-04,Match,violent crime,107
2022-05,Crime,drug related,28
2022-05,Crime,fraud,14
2022-05,Crime,other,88
2022-05,Crime,sex crime,3
2022-05,Crime,sexual assault,7
2022-05,Crime,theft from auto,21
2022-05,Crime,theft from person,3
2022-05,Crime,theft from property,71
2022-05,Crime,theft of auto,3
2022-05,Crime,theft of parts,8
2022-05,Crime,traffic or accident,15
2022-05,Crime,violent crime,15
2022-05,Dispatch,no crime report,15737
2022-05,Match,domestic incident,3
2022-05,Match,drug related,16
2022-05,Match,fraud,136
2022-05,Match,other,322
2022-05,Match,runaway,13
2022-05,Match,sexual assault,21
2022-05,Match,theft from auto,249
2022-05,Match,theft from person,18
2022-05,Match,theft from property,452
2022-05,Match,theft of auto,74
2022-05,Match,theft of parts,128
2022-05,Match,traffic or accident,11
2022-05,Match,violent crime,95
2022-06,Crime,domestic incident,1
2022-06,Crime,drug related,20
2022-06,Crime,fraud,8
2022-06,Crime,other,73
2022-06,Crime,sex crime,2
2022-06,Crime,sexual assault,3
2022-06,Crime,theft from auto,19
2022-06,Crime,theft from person,3
2022-06,Crime,theft from property,64
2022-06,Crime,theft of auto,5
2022-06,Crime,theft of parts,11
2022-06,Crime,traffic or accident,23
2022-06,Crime,violent crime,10
2022-06,Dispatch,no crime report,15632
2022-06,Match,abduction,1
2022-06,Match,domestic incident,2
2022-06,Match,drug related,7
2022-06,Match,fraud,125
2022-06,Match,other,313
2022-06,Match,runaway,12
2022-06,Match,sexual assault,23
2022-06,Match,theft from auto,182
2022-06,Match,theft from person,18
2022-06,Match,theft from property,428
2022-06,Match,theft of auto,78
2022-06,Match,theft of parts,147
2022-06,Match,traffic or accident,11
2022-06,Match,violent crime,92
2022-07,Crime,domestic incident,1
2022-07,Crime,drug related,25
2022-07,Crime,fraud,12
2022-07,Crime,other,73
2022-07,Crime,runaway,1
2022-07,Crime,sex crime,1
2022-07,Crime,sexual assault,4
2022-07,Crime,theft from auto,21
2022-07,Crime,theft from person,4
2022-07,Crime,theft from property,56
2022-07,Crime,theft of auto,5
2022-07,Crime,theft of parts,2
2022-07,Crime,traffic or accident,15
2022-07,Crime,violent crime,16
2022-07,Dispatch,no crime report,15346
2022-07,Match,domestic incident,1
2022-07,Match,drug related,5
2022-07,Match,fraud,151
2022-07,Match,other,339
2022-07,Match,runaway,14
2022-07,Match,sexual assault,16
2022-07,Match,theft from auto,203
2022-07,Match,theft from person,26
2022-07,Match,theft from property,469
2022-07,Match,theft of auto,71
2022-07,Match,theft of parts,141
2022-07,Match,traffic or accident,11
2022-07,Match,violent crime,87
2022-08,Crime,drug related,17
2022-08,Crime,fraud,13
2022-08,Crime,human trafficking,1
2022-08,Crime,other,84
2022-08,Crime,runaway,1
2022-08,Crime,sex crime,2
2022-08,Crime,sexual assault,6
2022-08,Crime,theft from auto,18
2022-08,Crime,theft from person,2
2022-08,Crime,theft from property,87
2022-08,Crime,theft of auto,6
2022-08,Crime,theft of parts,4
2022-08,Crime,traffic or accident,13
2022-08,Crime,violent crime,15
2022-08,Dispatch,no crime report,15023
2022-08,Match,domestic incident,3
2022-08,Match,drug related,4
2022-08,Match,fraud,157
2022-08,Match,other,294
2022-08,Match,runaway,5
2022-08,Match,sexual assault,21
2022-08,Match,theft from auto,238
2022-08,Match,theft from person,19
2022-08,Match,theft from property,474
2022-08,Match,theft of auto,83
2022-08,Match,theft of parts,188
2022-08,Match,traffic or accident,9
2022-08,Match,violent crime,95
2022-09,Crime,drug related,18
2022-09,Crime,fraud,13
2022-09,Crime,other,82
2022-09,Crime,sexual assault,6
2022-09,Crime,theft from auto,14
2022-09,Crime,theft from person,2
2022-09,Crime,theft from property,68
2022-09,Crime,theft of auto,5
2022-09,Crime,theft of parts,10
2022-09,Crime,traffic or accident,16
2022-09,Crime,violent crime,15
2022-09,Dispatch,no crime report,14529
2022-09,Match,domestic incident,2
2022-09,Match,drug related,18
2022-09,Match,fraud,157
2022-09,Match,other,338
2022-09,Match,runaway,9
2022-09,Match,sexual assault,19
2022-09,Match,theft from auto,250
2022-09,Match,theft from person,22
2022-09,Match,theft from property,464
2022-09,Match,theft of auto,105
2022-09,Match,theft of parts,156
2022-09,Match,traffic or accident,12
2022-09,Match,violent crime,106
2022-10,Crime,drug related,27
2022-10,Crime,fraud,19
2022-10,Crime,human trafficking,1
2022-10,Crime,other,77
2022-10,Crime,runaway,1
2022-10,Crime,sex crime,2
2022-10,Crime,sex materials,2
2022-10,Crime,sexual assault,6
2022-10,Crime,theft from auto,17
2022-10,Crime,theft from person,2
2022-10,Crime,theft from property,57
2022-10,Crime,theft of auto,4
2022-10,Crime,theft of parts,4
2022-10,Crime,traffic or accident,17
2022-10,Crime,violent crime,11
2022-10,Dispatch,no crime report,15201
2022-10,Match,domestic incident,1
2022-10,Match,drug related,15
2022-10,Match,fraud,174
2022-10,Match,other,325
2022-10,Match,runaway,6
2022-10,Match,sex materials,2
2022-10,Match,sexual assault,20
2022-10,Match,theft from auto,262
2022-10,Match,theft from person,22
2022-10,Match,theft from property,500
2022-10,Match,theft of auto,79
2022-10,Match,theft of parts,148
2022-10,Match,traffic or accident,7
2022-10,Match,violent crime,88
2022-11,Crime,drug related,32
2022-11,Crime,fraud,11
2022-11,Crime,human trafficking,1
2022-11,Crime,other,92
2022-11,Crime,runaway,2
2022-11,Crime,sex crime,2
2022-11,Crime,sexual assault,6
2022-11,Crime,theft from auto,17
2022-11,Crime,theft from person,2
2022-11,Crime,theft from property,60
2022-11,Crime,theft of auto,6
2022-11,Crime,theft of parts,2
2022-11,Crime,traffic or accident,16
2022-11,Crime,violent crime,20
2022-11,Dispatch,no crime report,14562
2022-11,Match,domestic incident,2
2022-11,Match,drug related,11
2022-11,Match,fraud,160
2022-11,Match,human trafficking,1
2022-11,Match,other,324
2022-11,Match,runaway,14
2022-11,Match,sex crime,2
2022-11,Match,sexual assault,23
2022-11,Match,theft from auto,206
2022-11,Match,theft from person,12
2022-11,Match,theft from property,423
2022-11,Match,theft of auto,120
2022-11,Match,theft of parts,160
2022-11,Match,traffic or accident,6
2022-11,Match,violent crime,90
2022-12,Crime,domestic incident,1
2022-12,Crime,drug related,33
2022-12,Crime,fraud,16
2022-12,Crime,other,79
2022-12,Crime,runaway,2
2022-12,Crime,sexual assault,4
2022-12,Crime,theft from auto,9
2022-12,Crime,theft from person,2
2022-12,Crime,theft from property,82
2022-12,Crime,theft of auto,5
2022-12,Crime,theft of parts,6
2022-12,Crime,traffic or accident,12
2022-12,Crime,violent crime,15
2022-12,Dispatch,no crime report,14588
2022-12,Match,domestic incident,1
2022-12,Match,drug related,19
2022-12,Match,fraud,144
2022-12,Match,human trafficking,1
2022-12,Match,other,320
2022-12,Match,runaway,12
2022-12,Match,sex crime,2
2022-12,Match,sex materials,1
2022-12,Match,sexual assault,12
2022-12,Match,theft from auto,242
2022-12,Match,theft from person,19
2022-12,Match,theft from property,447
2022-12,Match,theft of auto,158
2022-12,Match,theft of parts,170
2022-12,Match,traffic or accident,7
2022-12,Match,violent crime,81
2023-01,Crime,abduction,1
2023-01,Crime,domestic incident,1
2023-01,Crime,drug related,35
2023-01,Crime,fraud,14
2023-01,Crime,human trafficking,1
2023-01,Crime,other,97
2023-01,Crime,runaway,3
2023-01,Crime,sex crime,2
2023-01,Crime,sex materials,1
2023-01,Crime,sexual assault,8
2023-01,Crime,theft from auto,12
2023-01,Crime,theft from person,7
2023-01,Crime,theft from property,68
2023-01,Crime,theft of auto,11
2023-01,Crime,theft of parts,3
2023-01,Crime,traffic or accident,15
2023-01,Crime,violent crime,9
2023-01,Dispatch,no crime report,14149
2023-01,Match,domestic incident,6
2023-01,Match,drug related,11
2023-01,Match,fraud,132
2023-01,Match,human trafficking,1
2023-01,Match,other,334
2023-01,Match,runaway,8
2023-01,Match,sex crime,2
2023-01,Match,sex materials,1
2023-01,Match,sexual assault,20
2023-01,Match,theft from auto,234
2023-01,Match,theft from person,28
2023-01,Match,theft from property,410
2023-01,Match,theft of auto,151
2023-01,Match,theft of parts,116
2023-01,Match,traffic or accident,13
2023-01,Match,violent crime,111
2023-02,Crime,drug related,39
2023-02,Crime,fraud,14
2023-02,Crime,human trafficking,1
2023-02,Crime,other,99
2023-02,Crime,sex crime,2
2023-02,Crime,sexual assault,5
2023-02,Crime,theft from auto,13
2023-02,Crime,theft from person,4
2023-02,Crime,theft from property,74
2023-02,Crime,theft of auto,10
2023-02,Crime,theft of parts,5
2023-02,Crime,traffic or accident,10
2023-02,Crime,violent crime,15
2023-02,Dispatch,no crime report,13511
2023-02,Match,abduction,1
2023-02,Match,domestic incident,1
2023-02,Match,drug related,15
2023-02,Match,fraud,103
2023-02,Match,human trafficking,1
2023-02,Match,other,296
2023-02,Match,runaway,20
2023-02,Match,sexual assault,14
2023-02,Match,theft from auto,211
2023-02,Match,theft from person,12
2023-02,Match,theft from property,408
2023-02,Match,theft of auto,154
2023-02,Match,theft of parts,126
2023-02,Match,traffic or accident,4
2023-02,Match,violent crime,89
2023-03,Crime,drug related,36
2023-03,Crime,fraud,19
2023-03,Crime,human trafficking,1
2023-03,Crime,other,103
2023-03,Crime,runaway,2
2023-03,Crime,sex crime,2
2023-03,Crime,sexual assault,10
2023-03,Crime,theft from auto,22
2023-03,Crime,theft from person,7
2023-03,Crime,theft from property,80
2023-03,Crime,theft of auto,11
2023-03,Crime,theft of parts,5
2023-03,Crime,traffic or accident,14
2023-03,Crime,violent crime,17
2023-03,Dispatch,no crime report,15432
2023-03,Match,abduction,1
2023-03,Match,domestic incident,1
2023-03,Match,drug related,17
2023-03,Match,fraud,126
2023-03,Match,other,321
2023-03,Match,runaway,14
2023-03,Match,sexual assault,17
2023-03,Match,theft from auto,191
2023-03,Match,theft from person,28
2023-03,Match,theft from property,426
2023-03,Match,theft of auto,145
2023-03,Match,theft of parts,170
2023-03,Match,traffic or accident,7
2023-03,Match,violent crime,96
2023-04,Crime,drug related,44
2023-04,Crime,fraud,8
2023-04,Crime,other,83
2023-04,Crime,runaway,3
2023-04,Crime,sex crime,1
2023-04,Crime,sex materials,2
2023-04,Crime,sexual assault,5
2023-04,Crime,theft from auto,14
2023-04,Crime,theft from person,5
2023-04,Crime,theft from property,90
2023-04,Crime,theft of auto,10
2023-04,Crime,theft of parts,15
2023-04,Crime,traffic or accident,7
2023-04,Crime,violent crime,14
2023-04,Dispatch,no crime report,15162
2023-04,Match,domestic incident,1
2023-04,Match,drug related,6
2023-04,Match,fraud,121
2023-04,Match,other,320
2023-04,Match,runaway,11
2023-04,Match,sexual assault,22
2023-04,Match,theft from auto,189
2023-04,Match,theft from person,18
2023-04,Match,theft from property,441
2023-04,Match,theft of auto,131
2023-04,Match,theft of parts,192
2023-04,Match,traffic or accident,8
2023-04,Match,violent crime,78
2023-05,Crime,drug related,14
2023-05,Crime,fraud,6
2023-05,Crime,human trafficking,3
2023-05,Crime,other,75
2023-05,Crime,runaway,1
2023-05,Crime,sex crime,6
2023-05,Crime,sex materials,1
2023-05,Crime,sexual assault,5
2023-05,Crime,theft from auto,13
2023-05,Crime,theft from person,3
2023-05,Crime,theft from property,62
2023-05,Crime,theft of auto,16
2023-05,Crime,theft of parts,12
2023-05,Crime,traffic or accident,12
2023-05,Crime,violent crime,13
2023-05,Dispatch,no crime report,16032
2023-05,Match,domestic incident,3
2023-05,Match,drug related,19
2023-05,Match,fraud,116
2023-05,Match,human trafficking,1
2023-05,Match,other,356
2023-05,Match,runaway,26
2023-05,Match,sex crime,2
2023-05,Match,sexual assault,16
2023-05,Match,theft from auto,198
2023-05,Match,theft from person,18
2023-05,Match,theft from property,491
2023-05,Match,theft of auto,174
2023-05,Match,theft of parts,144
2023-05,Match,traffic or accident,6
2023-05,Match,violent crime,117
2023-06,Crime,drug related,7
2023-06,Crime,fraud,11
2023-06,Crime,other,64
2023-06,Crime,runaway,1
2023-06,Crime,sexual assault,5
2023-06,Crime,theft from auto,19
2023-06,Crime,theft from property,78
2023-06,Crime,theft of auto,15
2023-06,Crime,theft of parts,10
2023-06,Crime,traffic or accident,3
2023-06,Crime,violent crime,5
2023-06,Dispatch,no crime report,16163
2023-06,Match,domestic incident,3
2023-06,Match,drug related,11
2023-06,Match,fraud,135
2023-06,Match,other,270
2023-06,Match,runaway,20
2023-06,Match,sexual assault,15
2023-06,Match,theft from auto,179
2023-06,Match,theft from person,21
2023-06,Match,theft from property,446
2023-06,Match,theft of auto,175
2023-06,Match,theft of parts,139
2023-06,Match,traffic or accident,12
2023-06,Match,violent crime,70
2023-07,Crime,drug related,7
2023-07,Crime,fraud,10
2023-07,Crime,human trafficking,1
2023-07,Crime,other,50
2023-07,Crime,runaway,1
2023-07,Crime,sex crime,1
2023-07,Crime,sexual assault,4
2023-07,Crime,theft from auto,22
2023-07,Crime,theft from person,3
2023-07,Crime,theft from property,80
2023-07,Crime,theft of auto,13
2023-07,Crime,theft of parts,2
2023-07,Crime,traffic or accident,17
2023-07,Crime,violent crime,9
2023-07,Dispatch,no crime report,16714
2023-07,Match,domestic incident,1
2023-07,Match,drug related,2
2023-07,Match,fraud,102
2023-07,Match,human trafficking,2
2023-07,Match,other,167
2023-07,Match,runaway,12
2023-07,Match,sex crime,1
2023-07,Match,sexual assault,14
2023-07,Match,theft from auto,222
2023-07,Match,theft from person,8
2023-07,Match,theft from property,498
2023-07,Match,theft of auto,208
2023-07,Match,theft of parts,107
2023-07,Match,traffic or accident,8
2023-07,Match,violent crime,88
2023-08,Crime,drug related,19
2023-08,Crime,fraud,13
2023-08,Crime,other,23
2023-08,Crime,sexual assault,4
2023-08,Crime,theft from auto,38
2023-08,Crime,theft from person,3
2023-08,Crime,theft from property,56
2023-08,Crime,theft of auto,27
2023-08,Crime,theft of parts,5
2023-08,Crime,traffic or accident,10
2023-08,Crime,violent crime,9
2023-08,Dispatch,no crime report,16437
2023-08,Match,domestic incident,1
2023-08,Match,drug related,4
2023-08,Match,fraud,120
2023-08,Match,human trafficking,1
2023-08,Match,other,48
2023-08,Match,sexual assault,25
2023-08,Match,theft from auto,236
2023-08,Match,theft from person,19
2023-08,Match,theft from property,541
2023-08,Match,theft of auto,298
2023-08,Match,theft of parts,83
2023-08,Match,traffic or accident,5
2023-08,Match,violent crime,78
2023-09,Crime,domestic incident,1
