month_year,Crime Name2,count
2020-01,Impersonation,1
2020-01,Intimidation,3
2020-01,Liquor Law Violations,43
2020-01,Motor Vehicle Theft,50
2020-01,Murder and Nonnegligent Manslaughter,1
2020-01,Pocket/picking,10
2020-01,Prostitution,3
2020-01,Purse-snatching,4
2020-01,Robbery,14
2020-01,Runaway,12
2020-01,Sexual Assault With An Object,5
2020-01,Shoplifting,101
2020-01,Simple Assault,86
2020-01,Statuory Rape,1
2020-01,Theft From Motor Vehicle,358
2020-01,Theft from Building,120
2020-01,Theft of Motor Vehicle Parts or Accessories,53
2020-01,Trespass of Real Property,18
2020-01,Weapon Law Violations,7
2020-01,Wire Fraud,2
2020-02,Aggravated Assault,12
2020-02,All Other Offenses,374
2020-02,All other Larceny,97
2020-02,Assisting or Promoting Prostitution,3
2020-02,Burglary/Breaking and Entering,84
2020-02,Counterfeiting/Forgery,21
2020-02,Credit Card/Automatic Teller Machine Fraud,37
2020-02,Destruction/Damage/Vandalism of Property,145
2020-02,Disorderly Conduct,27
2020-02,Driving Under the Influence,73
2020-02,Drug Equipment Violations,8
2020-02,Drug/Narcotic Violations,95
2020-02,Embezzlement,5
2020-02,Extortion/Blackmail,5
2020-02,False Pretenses/Swindle/Confidence Game,38
2020-02,"Family Offenses, NonViolent",4
2020-02,Forcible Fondling,7
2020-02,Forcible Rape,8
2020-02,Forcible Sodomy,1
2020-02,From Coin/Operated Machine or Device,2
2020-02,Identity Theft,24
2020-02,Impersonation,1
2020-02,Intimidation,1
2020-02,Liquor Law Violations,41
2020-02,Motor Vehicle Theft,49
2020-02,Murder and Nonnegligent Manslaughter,1
2020-02,Pocket/picking,4
2020-02,Prostitution,6
2020-02,Purse-snatching,4
2020-02,Robbery,15
2020-02,Runaway,17
2020-02,Sexual Assault With An Object,4
2020-02,Shoplifting,88
2020-02,Simple Assault,83
2020-02,Statuory Rape,1
2020-02,Stolen Property Offenses,1
2020-02,Theft From Motor Vehicle,260
2020-02,Theft from Building,95
2020-02,Theft of Motor Vehicle Parts or Accessories,50
2020-02,Trespass of Real Property,22
2020-02,Weapon Law Violations,9
2020-03,Aggravated Assault,15
2020-03,All Other Offenses,329
2020-03,All other Larceny,112
2020-03,Assisting or Promoting Prostitution,1
2020-03,Burglary/Breaking and Entering,52
2020-03,Counterfeiting/Forgery,18
2020-03,Credit Card/Automatic Teller Machine Fraud,40
2020-03,Destruction/Damage/Vandalism of Property,176
2020-03,Disorderly Conduct,39
2020-03,Driving Under the Influence,34
2020-03,Drug Equipment Violations,5
2020-03,Drug/Narcotic Violations,86
2020-03,Embezzlement,3
2020-03,Extortion/Blackmail,1
2020-03,False Pretenses/Swindle/Confidence Game,13
2020-03,"Family Offenses, NonViolent",2
2020-03,Forcible Fondling,2
2020-03,Forcible Rape,11
2020-03,Forcible Sodomy,1
2020-03,Identity Theft,37
2020-03,Impersonation,1
2020-03,Intimidation,1
2020-03,Liquor Law Violations,42
2020-03,Motor Vehicle Theft,74
2020-03,Murder and Nonnegligent Manslaughter,1
2020-03,Pocket/picking,3
2020-03,Pornography/Obscene Material,1
2020-03,Prostitution,1
2020-03,Purse-snatching,2
2020-03,Robbery,13
2020-03,Runaway,26
2020-03,Sexual Assault With An Object,3
2020-03,Shoplifting,86
2020-03,Simple Assault,97
2020-03,Theft From Motor Vehicle,335
2020-03,Theft from Building,82
2020-03,Theft of Motor Vehicle Parts or Accessories,88
2020-03,Trespass of Real Property,19
2020-03,Weapon Law Violations,6
2020-03,Wire Fraud,1
2020-04,Aggravated Assault,16
2020-04,All Other Offenses,233
2020-04,All other Larceny,103
2020-04,Arson,1
2020-04,Burglary/Breaking and Entering,44
2020-04,Counterfeiting/Forgery,15
2020-04,Credit Card/Automatic Teller Machine Fraud,31
2020-04,Destruction/Damage/Vandalism of Property,114
2020-04,Disorderly Conduct,11
2020-04,Driving Under the Influence,20
2020-04,Drug Equipment Violations,3
2020-04,Drug/Narcotic Violations,23
2020-04,Embezzlement,1
2020-04,Extortion/Blackmail,2
2020-04,False Pretenses/Swindle/Confidence Game,31
2020-04,"Family Offenses, NonViolent",2
2020-04,Forcible Fondling,4
2020-04,Forcible Rape,7
2020-04,Forcible Sodomy,7
2020-04,From Coin/Operated Machine or Device,4
2020-04,"Human Trafficking, Commercial Sex Acts",1
2020-04,Identity Theft,36
2020-04,Liquor Law Violations,5
2020-04,Motor Vehicle Theft,58
2020-04,Pornography/Obscene Material,1
2020-04,Purse-snatching,1
2020-04,Robbery,9
2020-04,Runaway,14
2020-04,Sexual Assault With An Object,4
2020-04,Shoplifting,50
2020-04,Simple Assault,63
2020-04,Theft From Motor Vehicle,369
2020-04,Theft from Building,51
2020-04,Theft of Motor Vehicle Parts or Accessories,34
2020-04,Trespass of Real Property,19
2020-04,Weapon Law Violations,7
2020-04,Wire Fraud,1
2020-05,Aggravated Assault,19
2020-05,All Other Offenses,285
2020-05,All other Larceny,152
2020-05,Assisting or Promoting Prostitution,1
2020-05,Burglary/Breaking and Entering,58
2020-05,Counterfeiting/Forgery,24
2020-05,Credit Card/Automatic Teller Machine Fraud,38
2020-05,Destruction/Damage/Vandalism of Property,193
2020-05,Disorderly Conduct,23
2020-05,Driving Under the Influence,17
2020-05,Drug Equipment Violations,4
2020-05,Drug/Narcotic Violations,45
2020-05,Extortion/Blackmail,4
2020-05,False Pretenses/Swindle/Confidence Game,27
2020-05,"Family Offenses, NonViolent",6
2020-05,Forcible Fondling,7
2020-05,Forcible Rape,10
2020-05,Forcible Sodomy,8
2020-05,Hacking/Computer Invasion,1
2020-05,"Human Trafficking, Commercial Sex Acts",1
2020-05,Identity Theft,32
2020-05,Justifiable Homicide,1
2020-05,Liquor Law Violations,14
2020-05,Motor Vehicle Theft,64
2020-05,Murder and Nonnegligent Manslaughter,1
2020-05,Pocket/picking,2
2020-05,Purse-snatching,2
2020-05,Robbery,11
2020-05,Runaway,13
2020-05,Sexual Assault With An Object,3
2020-05,Shoplifting,45
2020-05,Simple Assault,67
2020-05,Theft From Motor Vehicle,372
2020-05,Theft from Building,76
2020-05,Theft of Motor Vehicle Parts or Accessories,61
2020-05,Trespass of Real Property,16
2020-05,Weapon Law Violations,9
2020-05,Wire Fraud,4
2020-06,Aggravated Assault,14
2020-06,All Other Offenses,312
2020-06,All other Larceny,166
2020-06,Arson,1
2020-06,Burglary/Breaking and Entering,66
2020-06,Counterfeiting/Forgery,22
2020-06,Credit Card/Automatic Teller Machine Fraud,40
2020-06,Destruction/Damage/Vandalism of Property,180
2020-06,Disorderly Conduct,11
2020-06,Driving Under the Influence,35
2020-06,Drug Equipment Violations,4
2020-06,Drug/Narcotic Violations,22
2020-06,Embezzlement,6
2020-06,Extortion/Blackmail,2
2020-06,False Pretenses/Swindle/Confidence Game,43
2020-06,"Family Offenses, NonViolent",3
2020-06,Forcible Fondling,5
2020-06,Forcible Rape,3
2020-06,Forcible Sodomy,3
2020-06,Hacking/Computer Invasion,1
2020-06,Identity Theft,20
2020-06,Intimidation,1
2020-06,Liquor Law Violations,3
2020-06,Motor Vehicle Theft,69
2020-06,Murder and Nonnegligent Manslaughter,1
2020-06,Pocket/picking,4
2020-06,Purse-snatching,1
2020-06,Robbery,9
2020-06,Runaway,8
2020-06,Sexual Assault With An Object,2
2020-06,Shoplifting,63
2020-06,Simple Assault,87
2020-06,Statuory Rape,1
2020-06,Stolen Property Offenses,2
2020-06,Theft From Motor Vehicle,383
2020-06,Theft from Building,60
2020-06,Theft of Motor Vehicle Parts or Accessories,89
2020-06,Trespass of Real Property,8
2020-06,Weapon Law Violations,4
2020-06,Wire Fraud,2
2020-07,Aggravated Assault,11
2020-07,All Other Offenses,318
2020-07,All other Larceny,124
2020-07,Arson,2
2020-07,Burglary/Breaking and Entering,82
2020-07,Counterfeiting/Forgery,21
2020-07,Credit Card/Automatic Teller Machine Fraud,59
2020-07,Destruction/Damage/Vandalism of Property,208
2020-07,Disorderly Conduct,16
2020-07,Driving Under the Influence,32
2020-07,Drug Equipment Violations,5
2020-07,Drug/Narcotic Violations,27
2020-07,Embezzlement,3
2020-07,Extortion/Blackmail,2
2020-07,False Pretenses/Swindle/Confidence Game,27
2020-07,"Family Offenses, NonViolent",4
2020-07,Forcible Fondling,7
2020-07,Forcible Rape,12
2020-07,Forcible Sodomy,5
2020-07,From Coin/Operated Machine or Device,1
2020-07,Identity Theft,39
2020-07,Impersonation,2
2020-07,Intimidation,2
2020-07,Kidnapping/Abduction,2
2020-07,Liquor Law Violations,12
2020-07,Motor Vehicle Theft,94
2020-07,Murder and Nonnegligent Manslaughter,3
2020-07,Pocket/picking,4
2020-07,Pornography/Obscene Material,1
2020-07,Robbery,19
2020-07,Runaway,7
2020-07,Sexual Assault With An Object,7
2020-07,Shoplifting,83
2020-07,Simple Assault,82
2020-07,Stolen Property Offenses,1
2020-07,Theft From Motor Vehicle,435
2020-07,Theft from Building,96
2020-07,Theft of Motor Vehicle Parts or Accessories,106
2020-07,Trespass of Real Property,11
2020-07,Weapon Law Violations,8
2020-07,Wire Fraud,1
2020-08,Aggravated Assault,16
2020-08,All Other Offenses,285
2020-08,All other Larceny,155
2020-08,Arson,2
2020-08,Burglary/Breaking and Entering,74
2020-08,Counterfeiting/Forgery,19
2020-08,Credit Card/Automatic Teller Machine Fraud,54
2020-08,Destruction/Damage/Vandalism of Property,218
2020-08,Disorderly Conduct,10
2020-08,Driving Under the Influence,34
2020-08,Drug Equipment Violations,2
2020-08,Drug/Narcotic Violations,27
2020-08,Embezzlement,1
2020-08,Extortion/Blackmail,4
2020-08,False Pretenses/Swindle/Confidence Game,49
2020-08,"Family Offenses, NonViolent",4
2020-08,Forcible Fondling,10
2020-08,Forcible Rape,10
2020-08,Forcible Sodomy,4
2020-08,From Coin/Operated Machine or Device,1
2020-08,Identity Theft,32
2020-08,Impersonation,3
2020-08,Liquor Law Violations,11
2020-08,Motor Vehicle Theft,93
2020-08,Pocket/picking,7
2020-08,Purse-snatching,1
2020-08,Robbery,15
2020-08,Runaway,8
2020-08,Sexual Assault With An Object,3
2020-08,Shoplifting,93
2020-08,Simple Assault,100
2020-08,Stolen Property Offenses,1
2020-08,Theft From Motor Vehicle,361
2020-08,Theft from Building,91
2020-08,Theft of Motor Vehicle Parts or Accessories,112
2020-08,Trespass of Real Property,17
2020-08,Weapon Law Violations,4
2020-08,Wire Fraud,2
2020-09,Aggravated Assault,15
2020-09,All Other Offenses,310
2020-09,All other Larceny,156
2020-09,Burglary/Breaking and Entering,73
2020-09,Counterfeiting/Forgery,27
2020-09,Credit Card/Automatic Teller Machine Fraud,48
2020-09,Destruction/Damage/Vandalism of Property,190
2020-09,Disorderly Conduct,18
2020-09,Driving Under the Influence,40
2020-09,Drug Equipment Violations,8
2020-09,Drug/Narcotic Violations,42
2020-09,Embezzlement,4
2020-09,Extortion/Blackmail,4
2020-09,False Pretenses/Swindle/Confidence Game,51
2020-09,"Family Offenses, NonViolent",5
2020-09,Forcible Fondling,8
2020-09,Forcible Rape,6
2020-09,Forcible Sodomy,5
2020-09,Identity Theft,29
2020-09,Impersonation,2
2020-09,Intimidation,3
2020-09,Liquor Law Violations,8
2020-09,Motor Vehicle Theft,95
2020-09,Murder and Nonnegligent Manslaughter,1
2020-09,Pocket/picking,2
2020-09,Purse-snatching,3
2020-09,Robbery,14
2020-09,Runaway,9
2020-09,Sexual Assault With An Object,3
2020-09,Shoplifting,89
2020-09,Simple Assault,74
2020-09,Statuory Rape,1
2020-09,Stolen Property Offenses,2
2020-09,Theft From Motor Vehicle,401
2020-09,Theft from Building,75
2020-09,Theft of Motor Vehicle Parts or Accessories,108
2020-09,Trespass of Real Property,11
2020-09,Weapon Law Violations,8
2020-10,Aggravated Assault,18
2020-10,All Other Offenses,311
2020-10,All other Larceny,135
2020-10,Assisting or Promoting Prostitution,1
2020-10,Burglary/Breaking and Entering,58
2020-10,Counterfeiting/Forgery,18
2020-10,Credit Card/Automatic Teller Machine Fraud,35
2020-10,Destruction/Damage/Vandalism of Property,175
2020-10,Disorderly Conduct,21
2020-10,Driving Under the Influence,35
2020-10,Drug Equipment Violations,5
2020-10,Drug/Narcotic Violations,28
2020-10,Embezzlement,5
2020-10,Extortion/Blackmail,8
2020-10,False Pretenses/Swindle/Confidence Game,50
2020-10,"Family Offenses, NonViolent",5
2020-10,Forcible Fondling,10
2020-10,Forcible Rape,9
2020-10,Forcible Sodomy,1
2020-10,"Human Trafficking, Commercial Sex Acts",1
2020-10,Identity Theft,43
2020-10,Intimidation,1
2020-10,Liquor Law Violations,7
2020-10,Motor Vehicle Theft,79
2020-10,Pocket/picking,3
2020-10,Prostitution,2
2020-10,Purse-snatching,3
2020-10,Robbery,26
2020-10,Runaway,15
2020-10,Sexual Assault With An Object,1
2020-10,Shoplifting,91
2020-10,Simple Assault,65
2020-10,Statuory Rape,1
2020-10,Theft From Motor Vehicle,313
2020-10,Theft from Building,87
2020-10,Theft of Motor Vehicle Parts or Accessories,108
2020-10,Trespass of Real Property,13
2020-10,Weapon Law Violations,10
2020-10,Wire Fraud,2
2020-11,Aggravated Assault,17
2020-11,All Other Offenses,305
2020-11,All other Larceny,114
2020-11,Burglary/Breaking and Entering,66
2020-11,Counterfeiting/Forgery,30
2020-11,Credit Card/Automatic Teller Machine Fraud,47
2020-11,Destruction/Damage/Vandalism of Property,187
2020-11,Disorderly Conduct,10
2020-11,Driving Under the Influence,26
2020-11,Drug Equipment Violations,1
2020-11,Drug/Narcotic Violations,26
2020-11,Embezzlement,6
2020-11,Extortion/Blackmail,3
2020-11,False Pretenses/Swindle/Confidence Game,53
2020-11,"Family Offenses, NonViolent",2
2020-11,Forcible Fondling,5
2020-11,Forcible Rape,6
2020-11,Forcible Sodomy,6
2020-11,Identity Theft,38
2020-11,Impersonation,3
2020-11,Kidnapping/Abduction,1
2020-11,Liquor Law Violations,4
2020-11,Motor Vehicle Theft,79
2020-11,Pocket/picking,6
2020-11,Purse-snatching,1
2020-11,Robbery,17
2020-11,Runaway,14
2020-11,Sexual Assault With An Object,1
2020-11,Shoplifting,77
2020-11,Simple Assault,72
2020-11,Theft From Motor Vehicle,347
2020-11,Theft from Building,82
2020-11,Theft of Motor Vehicle Parts or Accessories,85
2020-11,Trespass of Real Property,8
2020-11,Weapon Law Violations,4
2020-11,Wire Fraud,1
2020-12,Aggravated Assault,14
2020-12,All Other Offenses,295
2020-12,All other Larceny,102
2020-12,Animal Cruelty,1
2020-12,Assisting or Promoting Prostitution,1
2020-12,Burglary/Breaking and Entering,61
2020-12,Counterfeiting/Forgery,25
2020-12,Credit Card/Automatic Teller Machine Fraud,52
2020-12,Destruction/Damage/Vandalism of Property,150
2020-12,Disorderly Conduct,13
2020-12,Driving Under the Influence,37
2020-12,Drug Equipment Violations,2
2020-12,Drug/Narcotic Violations,20
2020-12,Embezzlement,2
2020-12,Extortion/Blackmail,2
2020-12,False Pretenses/Swindle/Confidence Game,47
2020-12,"Family Offenses, NonViolent",3
2020-12,Forcible Fondling,6
2020-12,Forcible Rape,5
2020-12,Forcible Sodomy,3
2020-12,Identity Theft,43
2020-12,Impersonation,3
2020-12,Liquor Law Violations,1
2020-12,Motor Vehicle Theft,84
2020-12,Pocket/picking,4
2020-12,Purse-snatching,2
2020-12,Robbery,13
2020-12,Runaway,8
2020-12,Sexual Assault With An Object,1
2020-12,Shoplifting,83
2020-12,Simple Assault,69
2020-12,Stolen Property Offenses,2
2020-12,Theft From Motor Vehicle,320
2020-12,Theft from Building,87
2020-12,Theft of Motor Vehicle Parts or Accessories,145
2020-12,Trespass of Real Property,6
2020-12,Weapon Law Violations,4
2020-12,Wire Fraud,2
2021-01,Aggravated Assault,24
2021-01,All Other Offenses,271
2021-01,All other Larceny,78
2021-01,Arson,1
2021-01,Burglary/Breaking and Entering,46
2021-01,Counterfeiting/Forgery,7
2021-01,Credit Card/Automatic Teller Machine Fraud,24
2021-01,Destruction/Damage/Vandalism of Property,155
2021-01,Disorderly Conduct,12
2021-01,Driving Under the Influence,28
2021-01,Drug Equipment Violations,4
2021-01,Drug/Narcotic Violations,27
2021-01,Embezzlement,1
2021-01,Extortion/Blackmail,4
2021-01,False Pretenses/Swindle/Confidence Game,34
2021-01,"Family Offenses, NonViolent",3
2021-01,Forcible Fondling,8
2021-01,Forcible Rape,3
2021-01,Forcible Sodomy,1
2021-01,From Coin/Operated Machine or Device,1
2021-01,Hacking/Computer Invasion,1
2021-01,Identity Theft,50
2021-01,Impersonation,3
2021-01,Liquor Law Violations,3
2021-01,Motor Vehicle Theft,77
2021-01,Murder and Nonnegligent Manslaughter,2
2021-01,Purse-snatching,1
2021-01,Robbery,18
2021-01,Runaway,8
2021-01,Sexual Assault With An Object,3
2021-01,Shoplifting,75
2021-01,Simple Assault,59
2021-01,Theft From Motor Vehicle,299
2021-01,Theft from Building,75
2021-01,Theft of Motor Vehicle Parts or Accessories,104
2021-01,Trespass of Real Property,7
2021-01,Weapon Law Violations,8
2021-01,Wire Fraud,3
2021-02,Aggravated Assault,11
2021-02,All Other Offenses,252
2021-02,All other Larceny,72
2021-02,Animal Cruelty,1
2021-02,Arson,2
2021-02,Burglary/Breaking and Entering,56
2021-02,Counterfeiting/Forgery,11
2021-02,Credit Card/Automatic Teller Machine Fraud,25
2021-02,Destruction/Damage/Vandalism of Property,102
2021-02,Disorderly Conduct,9
2021-02,Driving Under the Influence,18
2021-02,Drug Equipment Violations,2
2021-02,Drug/Narcotic Violations,16
2021-02,Embezzlement,2
2021-02,Extortion/Blackmail,3
2021-02,False Pretenses/Swindle/Confidence Game,39
2021-02,Forcible Fondling,6
2021-02,Forcible Rape,8
2021-02,From Coin/Operated Machine or Device,1
2021-02,"Human Trafficking, Involuntary Servitude",1
2021-02,Identity Theft,44
2021-02,Intimidation,2
2021-02,Liquor Law Violations,1
2021-02,Motor Vehicle Theft,57
2021-02,Pocket/picking,2
2021-02,Pornography/Obscene Material,1
2021-02,Purse-snatching,1
2021-02,Robbery,16
2021-02,Runaway,11
2021-02,Sexual Assault With An Object,2
2021-02,Shoplifting,71
2021-02,Simple Assault,53
2021-02,Theft From Motor Vehicle,235
2021-02,Theft from Building,59
2021-02,Theft of Motor Vehicle Parts or Accessories,55
2021-02,Trespass of Real Property,4
2021-02,Weapon Law Violations,2
2021-02,Wire Fraud,6
2021-03,Aggravated Assault,8
2021-03,All Other Offenses,276
2021-03,All other Larceny,83
2021-03,Assisting or Promoting Prostitution,1
2021-03,Burglary/Breaking and Entering,58
2021-03,Counterfeiting/Forgery,9
2021-03,Credit Card/Automatic Teller Machine Fraud,31
2021-03,Destruction/Damage/Vandalism of Property,145
2021-03,Disorderly Conduct,16
2021-03,Driving Under the Influence,30
2021-03,Drug Equipment Violations,2
2021-03,Drug/Narcotic Violations,16
2021-03,Embezzlement,3
2021-03,Extortion/Blackmail,3
2021-03,False Pretenses/Swindle/Confidence Game,34
2021-03,Forcible Fondling,4
2021-03,Forcible Rape,5
2021-03,Forcible Sodomy,3
2021-03,Identity Theft,54
2021-03,Intimidation,2
2021-03,Liquor Law Violations,1
2021-03,Motor Vehicle Theft,73
2021-03,Murder and Nonnegligent Manslaughter,1
2021-03,Pocket/picking,2
2021-03,Purse-snatching,1
2021-03,Robbery,13
2021-03,Runaway,6
2021-03,Sexual Assault With An Object,1
2021-03,Shoplifting,56
2021-03,Simple Assault,77
2021-03,Stolen Property Offenses,1
2021-03,Theft From Motor Vehicle,254
2021-03,Theft from Building,66
2021-03,Theft of Motor Vehicle Parts or Accessories,124
2021-03,Trespass of Real Property,8
2021-03,Weapon Law Violations,3
2021-03,Wire Fraud,1
2021-04,Aggravated Assault,22
2021-04,All Other Offenses,299
2021-04,All other Larceny,90
2021-04,Animal Cruelty,1
2021-04,Arson,1
2021-04,Assisting or Promoting Prostitution,1
2021-04,Burglary/Breaking and Entering,37
2021-04,Counterfeiting/Forgery,9
2021-04,Credit Card/Automatic Teller Machine Fraud,36
2021-04,Destruction/Damage/Vandalism of Property,140
2021-04,Disorderly Conduct,10
2021-04,Driving Under the Influence,21
2021-04,Drug/Narcotic Violations,20
2021-04,Embezzlement,4
2021-04,Extortion/Blackmail,2
2021-04,False Pretenses/Swindle/Confidence Game,29
2021-04,"Family Offenses, NonViolent",1
2021-04,Forcible Fondling,8
2021-04,Forcible Rape,11
2021-04,Forcible Sodomy,7
2021-04,Identity Theft,42
2021-04,Intimidation,1
2021-04,Kidnapping/Abduction,1
2021-04,Liquor Law Violations,3
2021-04,Motor Vehicle Theft,84
2021-04,Pocket/picking,2
2021-04,Prostitution,1
2021-04,Purse-snatching,1
2021-04,Robbery,6
2021-04,Runaway,8
2021-04,Sexual Assault With An Object,1
2021-04,Shoplifting,77
2021-04,Simple Assault,59
2021-04,Statuory Rape,1
2021-04,Stolen Property Offenses,2
2021-04,Theft From Motor Vehicle,215
2021-04,Theft from Building,77
2021-04,Theft of Motor Vehicle Parts or Accessories,118
2021-04,Trespass of Real Property,6
2021-04,Weapon Law Violations,4
2021-04,Wire Fraud,2
2021-05,Aggravated Assault,11
2021-05,All Other Offenses,297
2021-05,All other Larceny,82
2021-05,Arson,1
2021-05,Burglary/Breaking and Entering,44
2021-05,Counterfeiting/Forgery,16
2021-05,Credit Card/Automatic Teller Machine Fraud,27
2021-05,Destruction/Damage/Vandalism of Property,174
2021-05,Disorderly Conduct,14
2021-05,Driving Under the Influence,17
2021-05,Drug Equipment Violations,2
2021-05,Drug/Narcotic Violations,10
2021-05,Embezzlement,3
2021-05,Extortion/Blackmail,2
2021-05,False Pretenses/Swindle/Confidence Game,35
2021-05,"Family Offenses, NonViolent",3
2021-05,Forcible Fondling,5
2021-05,Forcible Rape,9
2021-05,Forcible Sodomy,4
2021-05,Identity Theft,70
2021-05,Impersonation,3
2021-05,Intimidation,1
2021-05,Liquor Law Violations,1
2021-05,Motor Vehicle Theft,109
2021-05,Pocket/picking,2
2021-05,Purse-snatching,2
2021-05,Robbery,13
2021-05,Runaway,5
2021-05,Sexual Assault With An Object,2
2021-05,Shoplifting,96
2021-05,Simple Assault,87
2021-05,Statuory Rape,2
2021-05,Stolen Property Offenses,3
2021-05,Theft From Motor Vehicle,300
2021-05,Theft from Building,71
2021-05,Theft of Motor Vehicle Parts or Accessories,125
2021-05,Trespass of Real Property,10
2021-05,Weapon Law Violations,5
2021-05,Wire Fraud,1
2021-06,Aggravated Assault,21
2021-06,All Other Offenses,295
2021-06,All other Larceny,118
2021-06,Arson,1
2021-06,Assisting or Promoting Prostitution,1
2021-06,Burglary/Breaking and Entering,31
2021-06,Counterfeiting/Forgery,20
2021-06,Credit Card/Automatic Teller Machine Fraud,41
2021-06,Destruction/Damage/Vandalism of Property,167
2021-06,Disorderly Conduct,9
2021-06,Driving Under the Influence,28
2021-06,Drug Equipment Violations,3
2021-06,Drug/Narcotic Violations,10
2021-06,Embezzlement,5
2021-06,Extortion/Blackmail,1
2021-06,False Pretenses/Swindle/Confidence Game,38
2021-06,"Family Offenses, NonViolent",4
2021-06,Forcible Fondling,9
2021-06,Forcible Rape,8
2021-06,Forcible Sodomy,5
2021-06,Identity Theft,69
2021-06,Impersonation,3
2021-06,Intimidation,1
2021-06,Kidnapping/Abduction,1
2021-06,Liquor Law Violations,5
2021-06,Motor Vehicle Theft,76
2021-06,Murder and Nonnegligent Manslaughter,1
2021-06,Pocket/picking,4
2021-06,Prostitution,1
2021-06,Purse-snatching,1
2021-06,Robbery,14
2021-06,Runaway,10
2021-06,Sexual Assault With An Object,3
2021-06,Shoplifting,68
2021-06,Simple Assault,77
2021-06,Stolen Property Offenses,2
2021-06,Theft From Motor Vehicle,262
2021-06,Theft from Building,85
2021-06,Theft of Motor Vehicle Parts or Accessories,178
2021-06,Trespass of Real Property,4
2021-06,Weapon Law Violations,7
2021-06,Wire Fraud,1
2021-07,Aggravated Assault,24
2021-07,All Other Offenses,320
2021-07,All other Larceny,110
2021-07,Arson,1
2021-07,Burglary/Breaking and Entering,48
2021-07,Counterfeiting/Forgery,17
2021-07,Credit Card/Automatic Teller Machine Fraud,45
2021-07,Destruction/Damage/Vandalism of Property,214
2021-07,Disorderly Conduct,9
2021-07,Driving Under the Influence,38
2021-07,Drug Equipment Violations,4
2021-07,Drug/Narcotic Violations,23
2021-07,Embezzlement,2
2021-07,Extortion/Blackmail,1
2021-07,False Pretenses/Swindle/Confidence Game,37
2021-07,"Family Offenses, NonViolent",9
2021-07,Forcible Fondling,5
2021-07,Forcible Rape,13
2021-07,Forcible Sodomy,4
2021-07,Identity Theft,47
2021-07,Intimidation,2
2021-07,Liquor Law Violations,5
2021-07,Motor Vehicle Theft,84
2021-07,Murder and Nonnegligent Manslaughter,2
2021-07,Pocket/picking,3
2021-07,Purse-snatching,2
2021-07,Robbery,11
2021-07,Runaway,11
2021-07,Sexual Assault With An Object,2
2021-07,Shoplifting,79
2021-07,Simple Assault,92
2021-07,Statuory Rape,1
2021-07,Stolen Property Offenses,1
2021-07,Theft From Motor Vehicle,294
2021-07,Theft from Building,85
2021-07,Theft of Motor Vehicle Parts or Accessories,149
2021-07,Trespass of Real Property,7
2021-07,Weapon Law Violations,9
2021-07,Wire Fraud,2
2021-08,Aggravated Assault,14
2021-08,All Other Offenses,320
2021-08,All other Larceny,99
2021-08,Animal Cruelty,1
2021-08,Assisting or Promoting Prostitution,6
2021-08,Burglary/Breaking and Entering,67
2021-08,Counterfeiting/Forgery,24
2021-08,Credit Card/Automatic Teller Machine Fraud,43
2021-08,Destruction/Damage/Vandalism of Property,150
2021-08,Disorderly Conduct,18
2021-08,Driving Under the Influence,36
2021-08,Drug Equipment Violations,1
2021-08,Drug/Narcotic Violations,20
2021-08,Embezzlement,2
2021-08,False Pretenses/Swindle/Confidence Game,36
2021-08,"Family Offenses, NonViolent",4
2021-08,Forcible Fondling,10
2021-08,Forcible Rape,7
2021-08,Forcible Sodomy,4
2021-08,From Coin/Operated Machine or Device,1
2021-08,Identity Theft,48
2021-08,Impersonation,3
2021-08,Intimidation,1
2021-08,Kidnapping/Abduction,1
2021-08,Liquor Law Violations,4
2021-08,Motor Vehicle Theft,121
2021-08,Pocket/picking,5
2021-08,Prostitution,2
2021-08,Purse-snatching,1
2021-08,Robbery,7
2021-08,Runaway,4
2021-08,Sexual Assault With An Object,2
2021-08,Shoplifting,74
2021-08,Simple Assault,72
2021-08,Stolen Property Offenses,1
2021-08,Theft From Motor Vehicle,296
2021-08,Theft from Building,80
2021-08,Theft of Motor Vehicle Parts or Accessories,105
2021-08,Trespass of Real Property,7
2021-08,Weapon Law Violations,6
2021-08,Wire Fraud,2
2021-09,Aggravated Assault,20
2021-09,All Other Offenses,332
2021-09,All other Larceny,108
2021-09,Assisting or Promoting Prostitution,1
2021-09,Burglary/Breaking and Entering,35
2021-09,Counterfeiting/Forgery,20
2021-09,Credit Card/Automatic Teller Machine Fraud,38
2021-09,Curfew/Loitering/Vagrancy Violations,1
2021-09,Destruction/Damage/Vandalism of Property,162
2021-09,Disorderly Conduct,10
2021-09,Driving Under the Influence,27
2021-09,Drug Equipment Violations,3
2021-09,Drug/Narcotic Violations,24
2021-09,Embezzlement,2
2021-09,Extortion/Blackmail,3
2021-09,False Pretenses/Swindle/Confidence Game,35
2021-09,"Family Offenses, NonViolent",2
2021-09,Forcible Fondling,14
2021-09,Forcible Rape,15
2021-09,Forcible Sodomy,4
2021-09,Identity Theft,40
2021-09,Liquor Law Violations,3
2021-09,Motor Vehicle Theft,91
2021-09,Murder and Nonnegligent Manslaughter,2
2021-09,Pocket/picking,1
2021-09,Pornography/Obscene Material,1
2021-09,Prostitution,1
2021-09,Purse-snatching,1
2021-09,Robbery,15
2021-09,Runaway,11
2021-09,Sexual Assault With An Object,4
2021-09,Shoplifting,72
2021-09,Simple Assault,106
