month_year,Crime Name2,count
2023-04,Weapon Law Violations,7
2023-04,Wire Fraud,3
2023-05,Aggravated Assault,19
2023-05,All Other Offenses,367
2023-05,All other Larceny,104
2023-05,Animal Cruelty,1
2023-05,Assisting or Promoting Prostitution,4
2023-05,Burglary/Breaking and Entering,64
2023-05,Counterfeiting/Forgery,22
2023-05,Credit Card/Automatic Teller Machine Fraud,47
2023-05,Destruction/Damage/Vandalism of Property,189
2023-05,Disorderly Conduct,8
2023-05,Driving Under the Influence,18
2023-05,Drug Equipment Violations,7
2023-05,Drug/Narcotic Violations,26
2023-05,Extortion/Blackmail,6
2023-05,False Pretenses/Swindle/Confidence Game,35
2023-05,"Family Offenses, NonViolent",3
2023-05,Forcible Fondling,10
2023-05,Forcible Rape,5
2023-05,Forcible Sodomy,3
2023-05,"Human Trafficking, Commercial Sex Acts",4
2023-05,Identity Theft,40
2023-05,Impersonation,2
2023-05,Intimidation,3
2023-05,Liquor Law Violations,3
2023-05,Motor Vehicle Theft,190
2023-05,Pocket/picking,6
2023-05,Pornography/Obscene Material,1
2023-05,Prostitution,4
2023-05,Purse-snatching,3
2023-05,Robbery,12
2023-05,Runaway,27
2023-05,Sexual Assault With An Object,3
2023-05,Shoplifting,116
2023-05,Simple Assault,107
2023-05,Theft From Motor Vehicle,211
2023-05,Theft from Building,80
2023-05,Theft of Motor Vehicle Parts or Accessories,156
2023-05,Trespass of Real Property,10
2023-05,Weapon Law Violations,13
2023-06,Aggravated Assault,11
2023-06,All Other Offenses,283
2023-06,All other Larceny,100
2023-06,Arson,1
2023-06,Burglary/Breaking and Entering,62
2023-06,Counterfeiting/Forgery,18
2023-06,Credit Card/Automatic Teller Machine Fraud,53
2023-06,Destruction/Damage/Vandalism of Property,166
2023-06,Disorderly Conduct,11
2023-06,Driving Under the Influence,15
2023-06,Drug Equipment Violations,3
2023-06,Drug/Narcotic Violations,15
2023-06,Embezzlement,3
2023-06,Extortion/Blackmail,3
2023-06,False Pretenses/Swindle/Confidence Game,53
2023-06,"Family Offenses, NonViolent",3
2023-06,Forcible Fondling,8
2023-06,Forcible Rape,10
2023-06,Forcible Sodomy,2
2023-06,Identity Theft,40
2023-06,Intimidation,1
2023-06,Liquor Law Violations,2
2023-06,Motor Vehicle Theft,190
2023-06,Pocket/picking,10
2023-06,Robbery,11
2023-06,Runaway,21
2023-06,Shoplifting,115
2023-06,Simple Assault,62
2023-06,Stolen Property Offenses,1
2023-06,Theft From Motor Vehicle,198
2023-06,Theft from Building,77
2023-06,Theft of Motor Vehicle Parts or Accessories,149
2023-06,Trespass of Real Property,6
2023-06,Weapon Law Violations,9
2023-06,Wire Fraud,2
2023-07,Aggravated Assault,22
2023-07,All Other Offenses,170
2023-07,All other Larceny,111
2023-07,Bribery,1
2023-07,Burglary/Breaking and Entering,63
2023-07,Counterfeiting/Forgery,14
2023-07,Credit Card/Automatic Teller Machine Fraud,49
2023-07,Destruction/Damage/Vandalism of Property,202
2023-07,Disorderly Conduct,14
2023-07,Driving Under the Influence,25
2023-07,Drug Equipment Violations,1
2023-07,Drug/Narcotic Violations,8
2023-07,Embezzlement,5
2023-07,Extortion/Blackmail,2
2023-07,False Pretenses/Swindle/Confidence Game,32
2023-07,"Family Offenses, NonViolent",1
2023-07,Forcible Fondling,8
2023-07,Forcible Rape,7
2023-07,Forcible Sodomy,2
2023-07,"Human Trafficking, Commercial Sex Acts",2
2023-07,"Human Trafficking, Involuntary Servitude",1
2023-07,Identity Theft,31
2023-07,Impersonation,2
2023-07,Liquor Law Violations,3
2023-07,Motor Vehicle Theft,221
2023-07,Pocket/picking,1
2023-07,Prostitution,2
2023-07,Purse-snatching,2
2023-07,Robbery,8
2023-07,Runaway,13
2023-07,Sexual Assault With An Object,1
2023-07,Shoplifting,122
2023-07,Simple Assault,75
2023-07,Stolen Property Offenses,1
2023-07,Theft From Motor Vehicle,244
2023-07,Theft from Building,74
2023-07,Theft of Motor Vehicle Parts or Accessories,109
2023-07,Trespass of Real Property,6
2023-07,Weapon Law Violations,5
2023-08,Aggravated Assault,14
2023-08,All Other Offenses,27
2023-08,All other Larceny,111
2023-08,Burglary/Breaking and Entering,64
2023-08,Counterfeiting/Forgery,12
2023-08,Credit Card/Automatic Teller Machine Fraud,60
2023-08,Destruction/Damage/Vandalism of Property,210
2023-08,Disorderly Conduct,10
2023-08,Driving Under the Influence,15
2023-08,Drug Equipment Violations,6
2023-08,Drug/Narcotic Violations,17
2023-08,Embezzlement,3
2023-08,Extortion/Blackmail,3
2023-08,False Pretenses/Swindle/Confidence Game,36
2023-08,"Family Offenses, NonViolent",1
2023-08,Forcible Fondling,11
2023-08,Forcible Rape,12
2023-08,Forcible Sodomy,4
2023-08,"Human Trafficking, Commercial Sex Acts",1
2023-08,Identity Theft,37
2023-08,Impersonation,1
2023-08,Intimidation,1
2023-08,Liquor Law Violations,4
2023-08,Motor Vehicle Theft,325
2023-08,Pocket/picking,3
2023-08,Purse-snatching,1
2023-08,Robbery,18
2023-08,Sexual Assault With An Object,2
2023-08,Shoplifting,112
2023-08,Simple Assault,72
2023-08,Stolen Property Offenses,1
2023-08,Theft From Motor Vehicle,274
2023-08,Theft from Building,96
2023-08,Theft of Motor Vehicle Parts or Accessories,88
2023-08,Trespass of Real Property,8
2023-08,Weapon Law Violations,6
2023-09,Aggravated Assault,18
2023-09,All Other Offenses,30
2023-09,All other Larceny,101
2023-09,Animal Cruelty,1
2023-09,Assisting or Promoting Prostitution,1
2023-09,Burglary/Breaking and Entering,69
2023-09,Counterfeiting/Forgery,14
2023-09,Credit Card/Automatic Teller Machine Fraud,58
2023-09,Curfew/Loitering/Vagrancy Violations,1
2023-09,Destruction/Damage/Vandalism of Property,212
2023-09,Disorderly Conduct,13
2023-09,Driving Under the Influence,10
2023-09,Drug Equipment Violations,5
2023-09,Drug/Narcotic Violations,19
2023-09,Embezzlement,2
2023-09,Extortion/Blackmail,4
2023-09,False Pretenses/Swindle/Confidence Game,31
2023-09,"Family Offenses, NonViolent",5
2023-09,Forcible Fondling,16
2023-09,Forcible Rape,9
2023-09,Forcible Sodomy,1
2023-09,From Coin/Operated Machine or Device,1
2023-09,"Human Trafficking, Commercial Sex Acts",1
2023-09,Identity Theft,36
2023-09,Impersonation,1
2023-09,Intimidation,1
2023-09,Kidnapping/Abduction,1
2023-09,Motor Vehicle Theft,252
2023-09,Pocket/picking,3
2023-09,Pornography/Obscene Material,1
2023-09,Prostitution,1
2023-09,Purse-snatching,3
2023-09,Robbery,19
2023-09,Sexual Assault With An Object,2
2023-09,Shoplifting,111
2023-09,Simple Assault,79
2023-09,Stolen Property Offenses,1
2023-09,Theft From Motor Vehicle,273
2023-09,Theft from Building,79
2023-09,Theft of Motor Vehicle Parts or Accessories,109
2023-09,Trespass of Real Property,9
2023-09,Weapon Law Violations,7
2023-09,Welfare Fraud,1
2023-09,Wire Fraud,2
2023-10,Aggravated Assault,15
2023-10,All Other Offenses,35
2023-10,All other Larceny,99
2023-10,Arson,1
2023-10,Assisting or Promoting Prostitution,1
2023-10,Burglary/Breaking and Entering,52
2023-10,Counterfeiting/Forgery,6
2023-10,Credit Card/Automatic Teller Machine Fraud,50
2023-10,Curfew/Loitering/Vagrancy Violations,1
2023-10,Destruction/Damage/Vandalism of Property,197
2023-10,Disorderly Conduct,14
2023-10,Driving Under the Influence,16
2023-10,Drug Equipment Violations,14
2023-10,Drug/Narcotic Violations,22
2023-10,Embezzlement,2
2023-10,Extortion/Blackmail,1
2023-10,False Pretenses/Swindle/Confidence Game,29
2023-10,"Family Offenses, NonViolent",2
2023-10,Forcible Fondling,10
2023-10,Forcible Rape,7
2023-10,Forcible Sodomy,4
2023-10,"Human Trafficking, Commercial Sex Acts",2
2023-10,Identity Theft,53
2023-10,Intimidation,5
2023-10,Kidnapping/Abduction,1
2023-10,Liquor Law Violations,4
2023-10,Motor Vehicle Theft,361
2023-10,Murder and Nonnegligent Manslaughter,1
2023-10,Pocket/picking,5
2023-10,Pornography/Obscene Material,2
2023-10,Prostitution,2
2023-10,Purse-snatching,1
2023-10,Robbery,10
2023-10,Sexual Assault With An Object,3
2023-10,Shoplifting,107
2023-10,Simple Assault,79
2023-10,Theft From Motor Vehicle,290
2023-10,Theft from Building,68
2023-10,Theft of Motor Vehicle Parts or Accessories,109
2023-10,Trespass of Real Property,13
2023-10,Weapon Law Violations,13
2023-10,Welfare Fraud,1
2023-10,Wire Fraud,1
2023-11,Aggravated Assault,19
2023-11,All Other Offenses,39
2023-11,All other Larceny,110
2023-11,Arson,1
2023-11,Assisting or Promoting Prostitution,2
2023-11,Burglary/Breaking and Entering,69
2023-11,Counterfeiting/Forgery,9
2023-11,Credit Card/Automatic Teller Machine Fraud,58
2023-11,Destruction/Damage/Vandalism of Property,195
2023-11,Disorderly Conduct,7
2023-11,Driving Under the Influence,9
2023-11,Drug Equipment Violations,8
2023-11,Drug/Narcotic Violations,19
2023-11,Embezzlement,3
2023-11,Extortion/Blackmail,3
2023-11,False Pretenses/Swindle/Confidence Game,29
2023-11,"Family Offenses, NonViolent",3
2023-11,Forcible Fondling,12
2023-11,Forcible Rape,5
2023-11,Forcible Sodomy,1
2023-11,Hacking/Computer Invasion,1
2023-11,"Human Trafficking, Commercial Sex Acts",2
2023-11,Identity Theft,44
2023-11,Impersonation,2
2023-11,Intimidation,1
2023-11,Liquor Law Violations,1
2023-11,Motor Vehicle Theft,284
2023-11,Pocket/picking,5
2023-11,Pornography/Obscene Material,3
2023-11,Prostitution,2
2023-11,Purse-snatching,1
2023-11,Robbery,18
2023-11,Runaway,1
2023-11,Sexual Assault With An Object,3
2023-11,Shoplifting,156
2023-11,Simple Assault,80
2023-11,Statuory Rape,1
2023-11,Theft From Motor Vehicle,318
2023-11,Theft from Building,90
2023-11,Theft of Motor Vehicle Parts or Accessories,121
2023-11,Trespass of Real Property,10
2023-11,Weapon Law Violations,26
2023-11,Wire Fraud,2
2023-12,Aggravated Assault,18
2023-12,All Other Offenses,36
2023-12,All other Larceny,97
2023-12,Arson,2
2023-12,Assisting or Promoting Prostitution,2
2023-12,Burglary/Breaking and Entering,68
2023-12,Counterfeiting/Forgery,10
2023-12,Credit Card/Automatic Teller Machine Fraud,61
2023-12,Destruction/Damage/Vandalism of Property,164
2023-12,Disorderly Conduct,7
2023-12,Driving Under the Influence,15
2023-12,Drug Equipment Violations,7
2023-12,Drug/Narcotic Violations,10
2023-12,Embezzlement,5
2023-12,Extortion/Blackmail,1
2023-12,False Pretenses/Swindle/Confidence Game,39
2023-12,"Family Offenses, NonViolent",3
2023-12,Forcible Fondling,8
2023-12,Forcible Rape,10
2023-12,Forcible Sodomy,3
2023-12,"Human Trafficking, Commercial Sex Acts",1
2023-12,Identity Theft,37
2023-12,Intimidation,1
2023-12,Motor Vehicle Theft,202
2023-12,Pocket/picking,4
2023-12,Pornography/Obscene Material,2
2023-12,Prostitution,2
2023-12,Purse-snatching,6
2023-12,Robbery,17
2023-12,Runaway,2
2023-12,Sexual Assault With An Object,2
2023-12,Shoplifting,112
2023-12,Simple Assault,79
2023-12,Statuory Rape,1
2023-12,Theft From Motor Vehicle,268
2023-12,Theft from Building,99
2023-12,Theft of Motor Vehicle Parts or Accessories,147
2023-12,Trespass of Real Property,8
2023-12,Weapon Law Violations,5
2023-12,Wire Fraud,1
2024-01,Aggravated Assault,8
2024-01,All Other Offenses,53
2024-01,All other Larceny,71
2024-01,Animal Cruelty,1
2024-01,Arson,1
2024-01,Assisting or Promoting Prostitution,1
2024-01,Burglary/Breaking and Entering,29
2024-01,Counterfeiting/Forgery,9
2024-01,Credit Card/Automatic Teller Machine Fraud,39
2024-01,Destruction/Damage/Vandalism of Property,191
2024-01,Disorderly Conduct,13
2024-01,Driving Under the Influence,13
2024-01,Drug Equipment Violations,5
2024-01,Drug/Narcotic Violations,14
2024-01,Embezzlement,2
2024-01,Extortion/Blackmail,3
2024-01,False Pretenses/Swindle/Confidence Game,33
2024-01,"Family Offenses, NonViolent",2
2024-01,Forcible Fondling,6
2024-01,Forcible Rape,8
2024-01,Forcible Sodomy,2
2024-01,From Coin/Operated Machine or Device,1
2024-01,Hacking/Computer Invasion,1
2024-01,Identity Theft,45
2024-01,Impersonation,2
2024-01,Intimidation,3
2024-01,Liquor Law Violations,1
2024-01,Motor Vehicle Theft,256
2024-01,Pornography/Obscene Material,1
2024-01,Prostitution,3
2024-01,Robbery,9
2024-01,Runaway,2
2024-01,Sexual Assault With An Object,1
2024-01,Shoplifting,130
2024-01,Simple Assault,65
2024-01,Theft From Motor Vehicle,275
2024-01,Theft from Building,60
2024-01,Theft of Motor Vehicle Parts or Accessories,122
2024-01,Trespass of Real Property,8
2024-01,Weapon Law Violations,14
2024-01,Welfare Fraud,1
2024-02,Aggravated Assault,10
2024-02,All Other Offenses,117
2024-02,All other Larceny,74
2024-02,Animal Cruelty,1
2024-02,Burglary/Breaking and Entering,60
2024-02,Counterfeiting/Forgery,12
2024-02,Credit Card/Automatic Teller Machine Fraud,40
2024-02,Destruction/Damage/Vandalism of Property,171
2024-02,Disorderly Conduct,12
2024-02,Driving Under the Influence,12
2024-02,Drug Equipment Violations,4
2024-02,Drug/Narcotic Violations,19
2024-02,Embezzlement,3
2024-02,Extortion/Blackmail,3
2024-02,False Pretenses/Swindle/Confidence Game,43
2024-02,"Family Offenses, NonViolent",2
2024-02,Forcible Fondling,10
2024-02,Forcible Rape,10
2024-02,From Coin/Operated Machine or Device,1
2024-02,Hacking/Computer Invasion,1
2024-02,Identity Theft,47
2024-02,Impersonation,6
2024-02,Intimidation,4
2024-02,Liquor Law Violations,5
2024-02,Motor Vehicle Theft,211
2024-02,Murder and Nonnegligent Manslaughter,1
2024-02,Pornography/Obscene Material,1
2024-02,Purse-snatching,4
2024-02,Robbery,20
2024-02,Runaway,10
2024-02,Sexual Assault With An Object,1
2024-02,Shoplifting,128
2024-02,Simple Assault,92
2024-02,Statuory Rape,3
2024-02,Theft From Motor Vehicle,207
2024-02,Theft from Building,51
2024-02,Theft of Motor Vehicle Parts or Accessories,109
2024-02,Trespass of Real Property,9
2024-02,Weapon Law Violations,12
2024-02,Wire Fraud,3
2024-03,Aggravated Assault,21
2024-03,All Other Offenses,277
2024-03,All other Larceny,97
2024-03,Burglary/Breaking and Entering,55
2024-03,Counterfeiting/Forgery,13
2024-03,Credit Card/Automatic Teller Machine Fraud,54
2024-03,Destruction/Damage/Vandalism of Property,131
2024-03,Disorderly Conduct,10
2024-03,Driving Under the Influence,17
2024-03,Drug Equipment Violations,7
2024-03,Drug/Narcotic Violations,14
2024-03,Embezzlement,2
2024-03,Extortion/Blackmail,1
2024-03,False Pretenses/Swindle/Confidence Game,23
2024-03,Forcible Fondling,5
2024-03,Forcible Rape,4
2024-03,Forcible Sodomy,1
2024-03,"Human Trafficking, Commercial Sex Acts",1
2024-03,Identity Theft,39
2024-03,Impersonation,3
2024-03,Intimidation,3
2024-03,Liquor Law Violations,2
2024-03,Motor Vehicle Theft,191
2024-03,Pocket/picking,3
2024-03,Purse-snatching,1
2024-03,Robbery,16
2024-03,Runaway,12
2024-03,Sexual Assault With An Object,2
2024-03,Shoplifting,137
2024-03,Simple Assault,79
2024-03,Statuory Rape,1
2024-03,Theft From Motor Vehicle,207
2024-03,Theft from Building,75
2024-03,Theft of Motor Vehicle Parts or Accessories,106
2024-03,Trespass of Real Property,9
2024-03,Weapon Law Violations,7
2024-03,Wire Fraud,2
2024-04,Aggravated Assault,15
2024-04,All Other Offenses,305
2024-04,All other Larceny,66
2024-04,Assisting or Promoting Prostitution,1
2024-04,Burglary/Breaking and Entering,58
2024-04,Counterfeiting/Forgery,10
2024-04,Credit Card/Automatic Teller Machine Fraud,40
2024-04,Destruction/Damage/Vandalism of Property,163
2024-04,Disorderly Conduct,11
2024-04,Driving Under the Influence,8
2024-04,Drug Equipment Violations,5
2024-04,Drug/Narcotic Violations,11
2024-04,Embezzlement,1
2024-04,Extortion/Blackmail,3
2024-04,False Pretenses/Swindle/Confidence Game,32
2024-04,Forcible Fondling,7
2024-04,Forcible Rape,6
2024-04,Forcible Sodomy,4
2024-04,Identity Theft,27
2024-04,Impersonation,3
2024-04,Intimidation,5
2024-04,Liquor Law Violations,6
2024-04,Motor Vehicle Theft,192
2024-04,Pocket/picking,4
2024-04,Purse-snatching,1
2024-04,Robbery,8
2024-04,Runaway,16
2024-04,Sexual Assault With An Object,2
2024-04,Shoplifting,134
2024-04,Simple Assault,66
2024-04,Statuory Rape,1
2024-04,Theft From Motor Vehicle,198
2024-04,Theft from Building,56
2024-04,Theft of Motor Vehicle Parts or Accessories,84
2024-04,Trespass of Real Property,8
2024-04,Weapon Law Violations,7
2024-05,Aggravated Assault,10
2024-05,All Other Offenses,252
2024-05,All other Larceny,92
2024-05,Assisting or Promoting Prostitution,3
2024-05,Burglary/Breaking and Entering,57
2024-05,Counterfeiting/Forgery,10
2024-05,Credit Card/Automatic Teller Machine Fraud,47
2024-05,Destruction/Damage/Vandalism of Property,190
2024-05,Disorderly Conduct,7
2024-05,Driving Under the Influence,13
2024-05,Drug Equipment Violations,3
2024-05,Drug/Narcotic Violations,20
2024-05,Extortion/Blackmail,1
2024-05,False Pretenses/Swindle/Confidence Game,26
2024-05,"Family Offenses, NonViolent",1
2024-05,Forcible Fondling,7
2024-05,Forcible Rape,10
2024-05,Forcible Sodomy,1
2024-05,Hacking/Computer Invasion,1
2024-05,"Human Trafficking, Commercial Sex Acts",3
2024-05,Identity Theft,29
2024-05,Impersonation,1
2024-05,Intimidation,4
2024-05,Kidnapping/Abduction,1
2024-05,Liquor Law Violations,4
2024-05,Motor Vehicle Theft,215
2024-05,Pocket/picking,3
2024-05,Prostitution,4
2024-05,Purse-snatching,3
2024-05,Robbery,12
2024-05,Runaway,16
2024-05,Shoplifting,142
2024-05,Simple Assault,80
2024-05,Theft From Motor Vehicle,254
2024-05,Theft from Building,57
2024-05,Theft of Motor Vehicle Parts or Accessories,135
2024-05,Trespass of Real Property,9
2024-05,Weapon Law Violations,9
2024-05,Wire Fraud,1
2024-06,Aggravated Assault,12
2024-06,All Other Offenses,280
2024-06,All other Larceny,93
2024-06,Assisting or Promoting Prostitution,1
2024-06,Burglary/Breaking and Entering,64
2024-06,Counterfeiting/Forgery,10
2024-06,Credit Card/Automatic Teller Machine Fraud,54
2024-06,Destruction/Damage/Vandalism of Property,152
2024-06,Disorderly Conduct,8
2024-06,Driving Under the Influence,17
2024-06,Drug Equipment Violations,2
2024-06,Drug/Narcotic Violations,9
2024-06,Embezzlement,3
2024-06,False Pretenses/Swindle/Confidence Game,31
2024-06,"Family Offenses, NonViolent",3
2024-06,Forcible Fondling,11
2024-06,Forcible Rape,4
2024-06,Forcible Sodomy,1
2024-06,Identity Theft,24
2024-06,Impersonation,1
2024-06,Kidnapping/Abduction,1
2024-06,Liquor Law Violations,7
2024-06,Motor Vehicle Theft,172
2024-06,Pocket/picking,2
2024-06,Pornography/Obscene Material,1
2024-06,Prostitution,3
2024-06,Robbery,14
2024-06,Runaway,8
2024-06,Shoplifting,93
2024-06,Simple Assault,85
2024-06,Theft From Motor Vehicle,224
2024-06,Theft from Building,70
2024-06,Theft of Motor Vehicle Parts or Accessories,159
2024-06,Trespass of Real Property,5
2024-06,Weapon Law Violations,10
2024-06,Wire Fraud,1
2024-07,Aggravated Assault,16
2024-07,All Other Offenses,283
2024-07,All other Larceny,99
2024-07,Assisting or Promoting Prostitution,1
2024-07,Burglary/Breaking and Entering,42
2024-07,Counterfeiting/Forgery,16
2024-07,Credit Card/Automatic Teller Machine Fraud,52
2024-07,Destruction/Damage/Vandalism of Property,156
2024-07,Disorderly Conduct,8
2024-07,Driving Under the Influence,12
2024-07,Drug Equipment Violations,5
2024-07,Drug/Narcotic Violations,9
2024-07,Embezzlement,4
2024-07,False Pretenses/Swindle/Confidence Game,33
2024-07,"Family Offenses, NonViolent",3
2024-07,Forcible Fondling,6
2024-07,Forcible Rape,6
2024-07,Forcible Sodomy,4
2024-07,Hacking/Computer Invasion,1
2024-07,"Human Trafficking, Commercial Sex Acts",1
2024-07,Identity Theft,25
2024-07,Impersonation,1
2024-07,Intimidation,2
2024-07,Liquor Law Violations,1
2024-07,Motor Vehicle Theft,211
2024-07,Pocket/picking,1
2024-07,Pornography/Obscene Material,1
2024-07,Prostitution,3
2024-07,Purse-snatching,2
2024-07,Robbery,14
2024-07,Runaway,10
2024-07,Shoplifting,141
2024-07,Simple Assault,55
2024-07,Stolen Property Offenses,1
2024-07,Theft From Motor Vehicle,282
2024-07,Theft from Building,101
2024-07,Theft of Motor Vehicle Parts or Accessories,99
2024-07,Trespass of Real Property,7
2024-07,Weapon Law Violations,3
2024-07,Wire Fraud,2
2024-08,Aggravated Assault,18
2024-08,All Other Offenses,262
2024-08,All other Larceny,107
2024-08,Assisting or Promoting Prostitution,3
2024-08,Burglary/Breaking and Entering,81
2024-08,Counterfeiting/Forgery,12
2024-08,Credit Card/Automatic Teller Machine Fraud,44
2024-08,Destruction/Damage/Vandalism of Property,143
2024-08,Disorderly Conduct,9
2024-08,Driving Under the Influence,12
2024-08,Drug Equipment Violations,4
2024-08,Drug/Narcotic Violations,15
2024-08,Embezzlement,3
2024-08,Extortion/Blackmail,2
2024-08,False Pretenses/Swindle/Confidence Game,35
2024-08,"Family Offenses, NonViolent",6
2024-08,Forcible Fondling,9
2024-08,Forcible Rape,10
2024-08,Forcible Sodomy,1
2024-08,Hacking/Computer Invasion,1
2024-08,"Human Trafficking, Commercial Sex Acts",3
2024-08,Identity Theft,25
2024-08,Impersonation,1
2024-08,Kidnapping/Abduction,1
2024-08,Liquor Law Violations,1
2024-08,Motor Vehicle Theft,166
2024-08,Pocket/picking,7
2024-08,Prostitution,9
2024-08,Purse-snatching,3
2024-08,Robbery,7
2024-08,Runaway,9
2024-08,Shoplifting,116
2024-08,Simple Assault,67
2024-08,Stolen Property Offenses,1
2024-08,Theft From Motor Vehicle,199
2024-08,Theft from Building,99
2024-08,Theft of Motor Vehicle Parts or Accessories,142
2024-08,Trespass of Real Property,11
2024-08,Weapon Law Violations,2
2024-08,Wire Fraud,1
2024-09,Aggravated Assault,11
2024-09,All Other Offenses,283
2024-09,All other Larceny,91
2024-09,Burglary/Breaking and Entering,55
2024-09,Counterfeiting/Forgery,13
2024-09,Credit Card/Automatic Teller Machine Fraud,39
2024-09,Destruction/Damage/Vandalism of Property,154
2024-09,Disorderly Conduct,18
2024-09,Driving Under the Influence,19
2024-09,Drug Equipment Violations,2
2024-09,Drug/Narcotic Violations,23
2024-09,Embezzlement,4
2024-09,Extortion/Blackmail,2
2024-09,False Pretenses/Swindle/Confidence Game,33
2024-09,Forcible Fondling,12
2024-09,Forcible Rape,2
2024-09,Forcible Sodomy,3
2024-09,Hacking/Computer Invasion,2
2024-09,Identity Theft,29
2024-09,Liquor Law Violations,2
2024-09,Motor Vehicle Theft,187
2024-09,Murder and Nonnegligent Manslaughter,1
2024-09,Pocket/picking,5
2024-09,Prostitution,4
2024-09,Robbery,15
2024-09,Runaway,8
2024-09,Shoplifting,147
2024-09,Simple Assault,67
2024-09,Stolen Property Offenses,1
2024-09,Theft From Motor Vehicle,224
2024-09,Theft from Building,70
2024-09,Theft of Motor Vehicle Parts or Accessories,149
2024-09,Trespass of Real Property,9
2024-09,Weapon Law Violations,13
2024-10,Aggravated Assault,11
2024-10,All Other Offenses,287
2024-10,All other Larceny,105
2024-10,Burglary/Breaking and Entering,61
2024-10,Counterfeiting/Forgery,7
2024-10,Credit Card/Automatic Teller Machine Fraud,22
2024-10,Destruction/Damage/Vandalism of Property,209
2024-10,Disorderly Conduct,9
2024-10,Driving Under the Influence,17
2024-10,Drug Equipment Violations,2
2024-10,Drug/Narcotic Violations,15
2024-10,Embezzlement,3
2024-10,Extortion/Blackmail,1
2024-10,False Pretenses/Swindle/Confidence Game,26
2024-10,"Family Offenses, NonViolent",2
2024-10,Forcible Fondling,10
2024-10,Forcible Rape,12
2024-10,Forcible Sodomy,3
2024-10,Identity Theft,27
2024-10,Intimidation,1
2024-10,Kidnapping/Abduction,1
2024-10,Liquor Law Violations,12
2024-10,Motor Vehicle Theft,219
2024-10,Pocket/picking,1
2024-10,Prostitution,2
2024-10,Purse-snatching,3
2024-10,Robbery,18
2024-10,Runaway,13
2024-10,Shoplifting,125
2024-10,Simple Assault,65
2024-10,Theft From Motor Vehicle,279
2024-10,Theft from Building,69
2024-10,Theft of Motor Vehicle Parts or Accessories,192
2024-10,Trespass of Real Property,4
2024-10,Weapon Law Violations,11
2024-10,Wire Fraud,2
2024-11,All other Larceny,2
2024-11,Destruction/Damage/Vandalism of Property,1
2024-11,Identity Theft,1
2024-11,Motor Vehicle Theft,1
2024-11,Theft of Motor Vehicle Parts or Accessories,2
